Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,population,gene_set_db
prerank,REACTOME_ABC_TRANSPORTER_DISORDERS,-0.5822023866675009,-1.150097758447177,0.25363825363825365,0.7958073111251895,1.0,17/50,21.10%,RPS27A;ABCA3;UBA52;UBB;ERLEC1;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;OS9;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,-0.5594156467266688,-1.1494282317220754,0.13387423935091278,0.7942117832850992,1.0,30/175,12.90%,MT-CO3;MT-CO1;MT-CO2;FOS;PRDX5;NDUFA4;RPS27A;COX7A2;POLR2C;COX7C;UBA52;BTG2;UBB;JUN;POLR2L;COX6C;BNIP3L;COX4I1;ELOA;NDRG1;CNOT8;COX6A1;POLR2G;POLR2J;COX7B;RBL2;LAMTOR5;POLR2K;COX5B;COX7A2L,KRT8+ DATP,Reactome
prerank,REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,-0.5874982688820142,-1.1472325669586285,0.2776617954070981,0.7993720139597845,1.0,6/30,12.71%,POLR2C;JUN;POLR2L;POLR2G;POLR2J;POLR2K,KRT8+ DATP,Reactome
prerank,REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,-0.5733597844491669,-1.146766487126939,0.2249488752556237,0.7967848843424881,1.0,21/72,21.10%,SLC34A2;RPS27A;ABCA3;UBA52;UBB;ERLEC1;PSMA3;PSMA2;NUP58;PSMA4;PSMD8;PSMA1;PSMD3;OS9;PSMC5;PSMC1;SLC6A14;PSMA7;PSMC3;SLC35A1;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,-0.5802442449106435,-1.145908571192371,0.24329896907216494,0.7958925002611945,1.0,23/65,22.21%,RPS27A;CD36;B2M;UBA52;UBB;HMGB1;PSMA3;CTSS;PSMA2;PSMA4;S100A9;PSMD8;PSMA1;PSMD3;CALR;PSMC5;PSMC1;PSMA7;PSMC3;TLR2;SEC61G;PSME1;SEC61B,KRT8+ DATP,Reactome
prerank,REACTOME_FGFR2_ALTERNATIVE_SPLICING,-0.6081866268219374,-1.1451888701904915,0.29273504273504275,0.7941399245459188,1.0,10/21,24.41%,POLR2C;POLR2L;POLR2G;POLR2J;HNRNPF;POLR2K;FGFR2;HNRNPH1;POLR2I;HNRNPA1,KRT8+ DATP,Reactome
prerank,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,-0.5955490070991291,-1.1415677081385678,0.3275488069414317,0.8053473317598989,1.0,4/21,10.69%,RPS27A;UBA52;UBB;RFC1,KRT8+ DATP,Reactome
prerank,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,-0.59016771780643,-1.1385552770334557,0.3249475890985325,0.8145674207293694,1.0,8/24,24.33%,POLR2C;POLR2L;POLR2G;POLR2J;POLR2K;GTF2H5;NELFE;POLR2I,KRT8+ DATP,Reactome
prerank,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,-0.5736365741693826,-1.138314246397057,0.2515463917525773,0.8109110688521486,1.0,11/39,20.81%,CEBPD;LPL;CD36;CEBPA;CCND3;MED21;CEBPB;CDK4;MED11;MED30;MED4,KRT8+ DATP,Reactome
prerank,REACTOME_RHOBTB_GTPASE_CYCLE,0.3815103878772587,1.1379342672851351,0.2222222222222222,0.883036805856133,0.956,8/24,6.89%,TMOD3;MYO6;VIM;CCT6A;DDX39B;CDC37;STK38;MSI2,KRT8+ DATP,Reactome
prerank,REACTOME_INTERLEUKIN_1_SIGNALING,-0.5698440265443463,-1.1336624861222786,0.2448559670781893,0.8276005431582808,1.0,19/65,21.95%,NFKBIA;AGER;RPS27A;UBA52;UBB;HMGB1;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;TOLLIP;PSMA7;PSMC3;PSME1;SKP1,KRT8+ DATP,Reactome
prerank,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,0.4355743415360525,1.1300470046507367,0.2631578947368421,0.8575114886707934,0.96,1/25,0.04%,ANXA2,KRT8+ DATP,Reactome
prerank,REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,-0.5672327398814826,-1.1291128572408238,0.2674897119341564,0.8431937687509435,1.0,17/57,21.95%,NFKBIA;RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;PDPK1;SKP1,KRT8+ DATP,Reactome
prerank,REACTOME_DUAL_INCISION_IN_GG_NER,-0.5942380712236079,-1.1229784589434324,0.32158590308370044,0.8657069389872875,1.0,4/22,10.69%,RPS27A;UBA52;UBB;RFC1,KRT8+ DATP,Reactome
prerank,REACTOME_AMYLOID_FIBER_FORMATION,-0.5892364966108133,-1.1214507442128994,0.326133909287257,0.8681691251474004,1.0,5/22,4.26%,RPS27A;B2M;UBA52;CST3;UBB,KRT8+ DATP,Reactome
prerank,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,-0.5457737337355129,-1.1199998639605815,0.154,0.8699980563121112,1.0,58/244,17.85%,NPC2;CA2;APOC1;SLC34A2;FTL;FTH1;ATP6V0E1;CYBRD1;RPS27A;LPL;ABCA3;UBA52;SLC25A5;UBB;SLC25A4;AQP1;SLC39A8;SLCO4C1;PRKAR1A;ERLEC1;PSMA3;CLN3;AP2S1;SLC25A6;AQP4;MYLIP;PSMA2;ARL2;AKAP1;GNG5;PSMA4;BMP1;SMDT1;ATP6V0D1;ATP2C1;PMPCB;TSC22D3;PSMD8;SLC2A3;PSMA1;SLC50A1;ATP6V0B;PSMD3;ATP8A2;SLC44A1;CYB5R1;FURIN;ATP6V1G1;OS9;PSMC5;SLC25A11;PSMC1;ATP1B3;ATP1A1;SLC6A14;SLC1A5;ADD3;TFRC,KRT8+ DATP,Reactome
prerank,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,-0.5707594623629474,-1.1198848999224984,0.30165289256198347,0.8656979789629233,1.0,16/48,21.10%,RPS27A;UBA52;UBB;ERLEC1;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;OS9;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_PEPTIDE_HORMONE_METABOLISM,-0.5850579755361234,-1.118718101950289,0.3304904051172708,0.8663723739971054,1.0,8/23,19.42%,CPB2;SEC11C;SPCS2;VAMP2;SPCS1;CES1;ATP6AP2;SLC30A5,KRT8+ DATP,Reactome
prerank,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,-0.5711745812360486,-1.1179963301152156,0.3020833333333333,0.8649983235129355,1.0,16/47,21.10%,RPS27A;UBA52;UBB;ERLEC1;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;OS9;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,-0.5586684837918348,-1.1175181695670224,0.25918367346938775,0.862332639159499,1.0,19/77,21.95%,FOS;NFKBIA;RPS27A;UBA52;UBB;JUN;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;PDPK1;SKP1,KRT8+ DATP,Reactome
prerank,REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,-0.5788432723302073,-1.1167074677258988,0.35654008438818563,0.8608551401029474,1.0,3/26,4.26%,RPS27A;UBA52;UBB,KRT8+ DATP,Reactome
prerank,REACTOME_HEDGEHOG_ON_STATE,-0.566589586701794,-1.1151570387032645,0.3048016701461378,0.8628633497161553,1.0,15/52,21.10%,HHIP;RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,-0.5760013205080147,-1.113793806718301,0.3235908141962422,0.8645930673475392,1.0,10/29,20.79%,PMM1;DPM2;MVD;DPM3;NUDT14;ALG5;ST6GALNAC4;GFPT1;ST3GAL5;SLC35A1,KRT8+ DATP,Reactome
prerank,REACTOME_NEUTROPHIL_DEGRANULATION,-0.5471669269906333,-1.1125374110836292,0.156312625250501,0.8658814808537371,1.0,53/240,15.73%,SLPI;FABP5;NPC2;CTSH;EEF1A1;PIGR;FTL;CD63;ASAH1;FTH1;MGST1;NDUFC2;GSTP1;BRI3;CD36;CAT;B2M;LPCAT1;CST3;CREG1;SLCO4C1;CD59;SERPINA1;PGRMC1;HMGB1;CSTB;ALDOA;CTSS;RAB5C;CTSC;PSMA2;CPNE3;S100A9;SVIP;CMTM6;AGPAT2;LAMP2;CHI3L1;TMT1A;APRT;SLC2A3;TMEM179B;RAP1A;ACAA1;PRDX6;C3;PSMD3;EEF2;LRG1;HSPA8;CNN2;CD44;ATP6AP2,KRT8+ DATP,Reactome
prerank,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,-0.5569879111416007,-1.109275655957508,0.2525458248472505,0.8759827989480462,1.0,23/80,23.82%,RPS27A;B2M;UBA52;SLC25A5;UBB;SLC25A4;PSMA3;AP2S1;SLC25A6;PSMA2;NUP58;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;SKP1;RANBP1;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,-0.5629379107046797,-1.1088918355312418,0.36082474226804123,0.8732167983328675,1.0,10/42,12.71%,POLR2C;POLR2L;SF3B5;SNRPF;ZCRB1;POLR2G;SRSF7;POLR2J;SF3B6;POLR2K,KRT8+ DATP,Reactome
prerank,REACTOME_HIV_TRANSCRIPTION_ELONGATION,-0.5784850498754277,-1.1088585583522328,0.3298538622129436,0.8687849962742984,1.0,6/31,12.71%,POLR2C;POLR2L;ELOA;POLR2G;POLR2J;POLR2K,KRT8+ DATP,Reactome
prerank,REACTOME_DNA_DAMAGE_BYPASS,-0.5729936012702312,-1.1068868031365169,0.3640256959314775,0.872250287378866,1.0,4/28,10.69%,RPS27A;UBA52;UBB;RFC1,KRT8+ DATP,Reactome
prerank,REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,-0.5814890365710194,-1.1060810573241526,0.33263157894736844,0.8716259579110206,1.0,1/28,0.21%,CLDN18,KRT8+ DATP,Reactome
prerank,REACTOME_INTERFERON_GAMMA_SIGNALING,-0.5689322397199148,-1.1037456231752791,0.34917355371900827,0.8772245461869203,1.0,5/34,7.26%,HLA-DRA;HLA-DRB5;B2M;HLA-DRB1;HLA-DQB1,KRT8+ DATP,Reactome
prerank,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,-0.5623073788705892,-1.103227374276183,0.31392931392931395,0.8749780938788209,1.0,15/45,21.10%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;HSPA8;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,-0.5701036119162044,-1.1025946445696728,0.3628691983122363,0.8732546480931572,1.0,3/27,4.26%,RPS27A;UBA52;UBB,KRT8+ DATP,Reactome
prerank,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,-0.5670240068645713,-1.102423162914943,0.3333333333333333,0.8697081573974266,1.0,15/44,21.10%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;FZD5;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,-0.5631267659382225,-1.1010295768734761,0.33541666666666664,0.8712985235955584,1.0,16/43,23.82%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;SKP1;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,-0.5783099648450637,-1.1007509870113221,0.3554603854389722,0.8680947558037749,1.0,6/23,16.62%,RPS27A;UBA52;UBB;CHMP3;CHMP2B;CHMP2A,KRT8+ DATP,Reactome
prerank,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,-0.6007122334421361,-1.0995219283078204,0.38064516129032255,0.8690020802958418,1.0,9/15,28.75%,ATP6V0E1;ATP6V0D1;ATP6V0B;ATP6V1G1;TFRC;ATP6V1A;ATP6AP1;ATP6V1E1;STEAP4,KRT8+ DATP,Reactome
prerank,REACTOME_SENSORY_PROCESSING_OF_SOUND,0.4082028827248141,1.0976966258498098,0.3333333333333333,0.8903371627852156,0.972,5/23,2.65%,GSN;EZR;SPTAN1;MYH9;EPS8L2,KRT8+ DATP,Reactome
prerank,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,-0.5537395822045625,-1.0975374089625967,0.35523613963039014,0.8730390285771301,1.0,18/53,23.82%,RPS27A;UBA52;UBB;EGLN2;CITED2;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;EPAS1;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_DEGRADATION_OF_DVL,-0.5616324526346618,-1.0951289642285085,0.3471933471933472,0.879142724785924,1.0,14/45,21.10%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.4360821329696551,1.0907197019075232,0.3333333333333333,0.8715250093020783,0.972,3/22,1.87%,SFN;BCL2L1;YWHAZ,KRT8+ DATP,Reactome
prerank,REACTOME_MAPK6_MAPK4_SIGNALING,-0.5567101936347199,-1.0904927633122494,0.33608247422680415,0.8955855294971586,1.0,16/54,21.10%,RPS27A;UBA52;UBB;JUN;PSMA3;PSMA2;CCND3;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,-0.5627522509944074,-1.09016618107176,0.35807860262008734,0.8925681649874394,1.0,3/28,4.26%,RPS27A;UBA52;UBB,KRT8+ DATP,Reactome
prerank,REACTOME_ADIPOGENESIS,-0.5424747379216756,-1.0896239042158369,0.3543788187372709,0.8904645850452046,1.0,11/47,20.81%,CEBPD;LPL;CD36;CEBPA;CCND3;MED21;CEBPB;CDK4;MED11;MED30;MED4,KRT8+ DATP,Reactome
prerank,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,-0.5528024581799234,-1.0861910058666315,0.35208333333333336,0.9008121473702376,1.0,16/47,23.82%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;SKP1;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,-0.5503306110867855,-1.0855390671050813,0.41014799154334036,0.8996008991767841,1.0,6/23,12.55%,RPS27A;UBA52;UBB;CCND3;RBL2;CKS1B,KRT8+ DATP,Reactome
prerank,REACTOME_PCP_CE_PATHWAY,-0.5504995517008006,-1.0845464822740356,0.35450819672131145,0.8995399112512171,1.0,16/57,21.10%,RPS27A;UBA52;UBB;PSMA3;AP2S1;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;FZD5;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,-0.5442805720241726,-1.0830893860464876,0.390495867768595,0.9012944702872288,1.0,12/43,14.52%,SLC25A4;TOMM7;ATP5F1A;NDUFB8;TOMM20;SLC25A6;ATP5F1B;DNAJC19;PMPCB;COX17;CHCHD7;CHCHD5,KRT8+ DATP,Reactome
prerank,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,-0.5507286585014214,-1.0827756270422897,0.36875,0.8983887202221165,1.0,16/46,23.82%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;SKP1;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,-0.570277377591146,-1.0820428560098756,0.41629955947136565,0.8971591372096919,1.0,2/15,9.28%,BNIP3L;NDRG1,KRT8+ DATP,Reactome
prerank,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,-0.5451900884233535,-1.0807253250015623,0.36213991769547327,0.8982193153859093,1.0,16/56,21.95%,NFKBIA;RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;SKP1,KRT8+ DATP,Reactome
prerank,REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0.3521917036368305,1.0804389861166601,0.3333333333333333,0.8589124541540424,0.978,9/23,11.35%,TRIO;GNB2;GNG12;RHOC;GNB1;GNG10;NET1;FGD4;SOS2,KRT8+ DATP,Reactome
prerank,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,-0.5463807005157655,-1.0780046822505795,0.35610766045548653,0.9056813348403363,1.0,18/53,23.82%,RPS27A;UBA52;UBB;PSMA3;PSMA2;ANAPC16;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;UBE2E1;PSMA7;PSMC3;PSME1;CDC26;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,-0.5388124586563608,-1.0770281241889292,0.3333333333333333,0.9056370057977603,1.0,20/76,21.95%,NFKBIA;AGER;RPS27A;UBA52;UBB;HMGB1;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PTPN13;PSMD3;PSMC5;PSMC1;TOLLIP;PSMA7;PSMC3;PSME1;SKP1,KRT8+ DATP,Reactome
prerank,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,-0.5481717906271597,-1.0760438959563479,0.3836477987421384,0.9055156191430056,1.0,9/50,12.71%,RPS27A;POLR2C;UBA52;UBB;POLR2L;POLR2G;RFC1;POLR2J;POLR2K,KRT8+ DATP,Reactome
prerank,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,-0.5494398550587225,-1.0743638951688643,0.3731656184486373,0.9087453988810993,1.0,16/45,21.95%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;AKT1;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;SKP1,KRT8+ DATP,Reactome
prerank,REACTOME_AMINO_ACIDS_REGULATE_MTORC1,-0.5535206143135605,-1.0740577751683493,0.40461215932914046,0.9057708452288421,1.0,12/25,28.14%,ATP6V0E1;FNIP2;ATP6V0D1;LAMTOR5;ATP6V0B;ATP6V1G1;RRAGD;LAMTOR4;ATP6V1A;LAMTOR2;ATP6V1E1;LAMTOR1,KRT8+ DATP,Reactome
prerank,REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.34058121943286795,1.0730970208201804,0.36363636363636365,0.8396158139420777,0.978,7/19,6.85%,ANGPTL4;CDH1;CTNNB1;AFDN;CTNND1;JUP;NECTIN4,KRT8+ DATP,Reactome
prerank,REACTOME_SIGNALING_BY_HEDGEHOG,-0.5374196973620797,-1.0706116669154837,0.39835728952772076,0.9150485540323845,1.0,19/71,21.95%,HHIP;RPS27A;UBA52;UBB;PRKAR1A;ERLEC1;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;OS9;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;SKP1,KRT8+ DATP,Reactome
prerank,REACTOME_HIV_TRANSCRIPTION_INITIATION,-0.5504369925455632,-1.0688620887560258,0.43388429752066116,0.9187318277509193,1.0,9/30,24.33%,POLR2C;POLR2L;POLR2G;POLR2J;POLR2K;GTF2A2;GTF2H5;TAF11;POLR2I,KRT8+ DATP,Reactome
prerank,REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,-0.5630057800584176,-1.067743805048881,0.42735042735042733,0.9189072733229849,1.0,6/21,16.62%,RPS27A;UBA52;UBB;CHMP3;CHMP2B;CHMP2A,KRT8+ DATP,Reactome
prerank,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,-0.545146347764959,-1.0663883720339147,0.3958333333333333,0.9203038775125674,1.0,16/45,23.82%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;SKP1;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_SIGNALING_BY_ALK_IN_CANCER,-0.5378010325402564,-1.0658914914491555,0.3885480572597137,0.9179278020709574,1.0,7/49,6.11%,RPS6;JUNB;RPS27A;UBA52;UBB;JUN;PRKAR1A,KRT8+ DATP,Reactome
prerank,REACTOME_MTORC1_MEDIATED_SIGNALLING,-0.5648649566031062,-1.0644130508593277,0.4427645788336933,0.9198226183672437,1.0,7/17,29.88%,RPS6;LAMTOR5;RRAGD;LAMTOR4;LAMTOR2;LAMTOR1;EIF4B,KRT8+ DATP,Reactome
prerank,REACTOME_CARDIAC_CONDUCTION,-0.5541441968780972,-1.0634989114789466,0.41286307053941906,0.9193455626372019,1.0,5/24,17.42%,CACNA2D2;CES1;NPR1;ATP1B3;ATP1A1,KRT8+ DATP,Reactome
prerank,REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,-0.5669401933783887,-1.0634258854210237,0.4418604651162791,0.9155655963231977,1.0,11/20,35.42%,RPS2;PAIP2;CNOT8;EIF4A2;EIF4A3;EIF4A1;CNOT7;EIF4B;CNOT1;ZFP36L2;CNOT2,KRT8+ DATP,Reactome
prerank,REACTOME_BACTERIAL_INFECTION_PATHWAYS,-0.5358735160088067,-1.062747599960014,0.4194214876033058,0.9144808319897427,1.0,11/38,21.39%,RPS27A;B2M;UBA52;UBB;CD9;VAMP2;EEF2;FURIN;TLR2;SH3KBP1;RAB7A,KRT8+ DATP,Reactome
prerank,REACTOME_STABILIZATION_OF_P53,-0.5426668922815542,-1.0626323839781313,0.41372141372141374,0.9110081503449716,1.0,14/45,21.10%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_CLEC7A_DECTIN_1_SIGNALING,-0.5330886201145192,-1.062568038473761,0.4094650205761317,0.9073059922302845,1.0,17/64,21.95%,NFKBIA;RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1;PDPK1;SKP1,KRT8+ DATP,Reactome
prerank,REACTOME_MUSCLE_CONTRACTION,0.3878743349287133,1.0619822037593676,0.3333333333333333,0.8310092902661871,0.98,4/45,1.05%,ANXA2;ANXA1;TMOD3;TPM4,KRT8+ DATP,Reactome
prerank,REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,-0.5270931280155543,-1.0618447179676789,0.3673469387755102,0.906408709932195,1.0,26/94,23.82%,RPS27;RPS27A;UBA52;UBB;PSMA3;RAD21;PSMA2;ANAPC16;PSMA4;PMF1;PSMD8;STAG2;PSMA1;PSMD3;PPP2R5A;PSMC5;PSMC1;UBE2E1;PSMA7;DYNC1LI1;PSMC3;PSME1;PPP2R1A;CDC26;SMC3;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,-0.5438067932814581,-1.0610548066188268,0.3967280163599182,0.9057606552198859,1.0,5/36,3.80%,FOS;CEBPD;JUNB;CD36;MUC1,KRT8+ DATP,Reactome
prerank,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,-0.5333684313535326,-1.060103313139623,0.4094650205761317,0.9055429258943367,1.0,19/56,23.82%,RPS27A;UBA52;UBB;PSMA3;PSMA2;ANAPC16;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;UBE2E1;PSMA7;PSMC3;PSME1;SKP1;CDC26;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_AUTOPHAGY,-0.5235182434813729,-1.0589258228170266,0.36639676113360325,0.9060931016475521,1.0,20/86,19.07%,EEF1A1;RNASE1;RPS27A;UBA52;UBB;TOMM7;GABARAPL2;TOMM20;MAP1LC3A;CHMP3;LAMP2;LAMTOR5;RB1CC1;CHMP2B;HSPA8;PARK7;CHMP2A;RRAGD;LAMTOR4;DYNC1LI1,KRT8+ DATP,Reactome
prerank,REACTOME_REGULATION_OF_RAS_BY_GAPS,-0.5416663706068613,-1.0587449711109875,0.39669421487603307,0.9029439441907158,1.0,14/48,21.10%,RPS27A;UBA52;UBB;PSMA3;PSMA2;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;PSMA7;PSMC3;PSME1,KRT8+ DATP,Reactome
prerank,REACTOME_CIRCADIAN_CLOCK,-0.5377025003116587,-1.0577899365958483,0.4110429447852761,0.9029308595680648,1.0,3/37,4.26%,RPS27A;UBA52;UBB,KRT8+ DATP,Reactome
prerank,REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,-0.5363883221253243,-1.0567722985352437,0.41458333333333336,0.9031463509766587,1.0,19/55,23.82%,RPS27A;UBA52;UBB;PSMA3;PSMA2;ANAPC16;PSMA4;PSMD8;PSMA1;PSMD3;PSMC5;PSMC1;UBE2E1;PSMA7;PSMC3;PSME1;SKP1;CDC26;PSMB6,KRT8+ DATP,Reactome
prerank,REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,-0.5417836418059927,-1.0548986037470423,0.44142259414225943,0.906764696374783,1.0,7/28,21.04%,RPS2;PAIP2;CNOT8;EIF4A2;METTL23;EIF4A3;EIF4A1,KRT8+ DATP,Reactome
prerank,REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,0.3768342790060651,1.0502539214346869,0.30434782608695654,0.8246577214843839,0.984,27/27,62.51%,RUNX1;SMARCC1;ARID1B;CSNK2A1;SMARCA4;AUTS2;PCGF5;CBX6;SCMH1;ARID2;ACTL6A;SMARCC2;HIPK2;SMARCA2;PHC3;SMARCD3;BMI1;CBFB;ARID1A;CBX4;SMARCB1;RYBP;RING1;SMARCD2;CSNK2B;EP300;SMARCE1,KRT8+ DATP,Reactome
