gene,gene_ens,log2FC,pvalue,padj,mean_group,mean_ref,pct_group,pct_ref
RANBP17,ENSG00000204764,2.6738,2.461408462996617e-65,1.7473807295772194e-64,1.0062,0.1576,0.431,0.092
RALGAPA2,ENSG00000188559,1.6903,2.6396752121243267e-65,1.8718497750047367e-64,1.2268,0.3801,0.513,0.234
PPP1R15A,ENSG00000087074,-2.2076,2.7664375967233875e-65,1.959559964345733e-64,0.1684,0.7782,0.076,0.453
EIF4B,ENSG00000063046,-1.3461,2.775314337852059e-65,1.9636658050840038e-64,0.4213,1.0713,0.199,0.603
APEX1,ENSG00000100823,-3.5154,3.0575809887555383e-65,2.1609843462656935e-64,0.0543,0.6218,0.028,0.394
SELENOF,ENSG00000183291,-1.716,3.520591731238072e-65,2.485467584345815e-64,0.259,0.8512,0.132,0.509
LAMP1,ENSG00000185896,-1.9567,6.034150209134914e-65,4.255277387526004e-64,0.2051,0.7962,0.101,0.482
DDX21,ENSG00000165732,-1.958,6.8873221450864426e-65,4.8515667044117205e-64,0.2129,0.8273,0.104,0.48
CTSB,ENSG00000164733,-2.8612,9.547456072026385e-65,6.717994752667572e-64,0.0914,0.665,0.042,0.409
YBX3,ENSG00000060138,-1.4124,1.1320051979904848e-64,7.956486369558259e-64,0.3873,1.0311,0.184,0.572
NME3,ENSG00000103024,-2.5611,1.222166866359322e-64,8.580742040793698e-64,0.118,0.6968,0.058,0.427
SNRPC,ENSG00000124562,-4.1106,1.5909918749157615e-64,1.1157946317478524e-63,0.0347,0.6016,0.021,0.38
VDAC1,ENSG00000213585,-2.5721,1.688818206393057e-64,1.1831006665665647e-63,0.1154,0.6865,0.063,0.427
DNAJC15,ENSG00000120675,-1.7351,1.892187626596409e-64,1.3241159296983652e-63,0.2578,0.8583,0.132,0.51
DNPH1,ENSG00000112667,-5.0295,2.2550429377574712e-64,1.5763046851100744e-63,0.0179,0.5883,0.01,0.369
CLDN3,ENSG00000165215,-4.3297,2.9264889488032166e-64,2.0434136964535053e-63,0.0302,0.6098,0.017,0.376
TMBIM4,ENSG00000155957,-1.5967,4.045608188177603e-64,2.821745317246414e-63,0.2993,0.9053,0.148,0.529
PTGES3,ENSG00000110958,-1.3549,5.046033501345263e-64,3.515679078806126e-63,0.3989,1.0206,0.181,0.585
DOCK1,ENSG00000150760,2.4569,6.336816244592282e-64,4.410175061056309e-63,1.0436,0.19,0.442,0.111
MYO6,ENSG00000196586,1.005,7.627692266661953e-64,5.302784972733909e-63,1.4916,0.7431,0.599,0.44
MRPL55,ENSG00000162910,-3.7245,1.0838865371418666e-63,7.526989841262963e-63,0.0455,0.6032,0.024,0.382
CPNE3,ENSG00000085719,-1.9293,1.5254867747431314e-63,1.0582130782358501e-62,0.2073,0.7898,0.103,0.477
IDI1,ENSG00000067064,-1.6049,1.6147519029668043e-63,1.11891775884928e-62,0.3132,0.9529,0.144,0.534
SFTA1P,ENSG00000225383,-1.9986,1.9240887016203493e-63,1.331820355356105e-62,0.2166,0.8659,0.108,0.472
IMPDH2,ENSG00000178035,-2.8443,3.4842306998340097e-63,2.409107452434036e-62,0.0913,0.6562,0.047,0.407
ALCAM,ENSG00000170017,0.804,4.7211164438184367e-63,3.2607927767435033e-62,1.6025,0.9178,0.634,0.514
PHB1,ENSG00000167085,-3.8226,4.7809227436549193e-63,3.2985262435930856e-62,0.0422,0.5985,0.024,0.381
BUD31,ENSG00000106245,-4.6727,4.8002197451991505e-63,3.308259554123739e-62,0.0222,0.5694,0.012,0.368
PTK2,ENSG00000169398,1.8797,6.01357724096142e-63,4.140016729063613e-62,1.141,0.31,0.483,0.2
MAML3,ENSG00000196782,2.5547,6.032895690662636e-63,4.148836033222687e-62,1.0136,0.1724,0.431,0.091
THSD4,ENSG00000187720,2.6264,6.478381019198953e-63,4.4503964436846255e-62,0.9967,0.1613,0.427,0.096
CLIC3,ENSG00000169583,-4.5365,6.664698563303431e-63,4.57346107008174e-62,0.0273,0.6362,0.015,0.369
UQCC5,ENSG00000168273,-2.463,1.3406293618284947e-62,9.189798044792102e-62,0.1283,0.7076,0.063,0.428
SDCBP,ENSG00000137575,-2.3454,1.5264134789014255e-62,1.0452079407085486e-61,0.1378,0.7006,0.063,0.428
ATOX1,ENSG00000177556,-3.8859,2.256149926952391e-62,1.5432355991761256e-61,0.0408,0.6039,0.024,0.378
CEBPB,ENSG00000172216,-2.1363,2.7831611549119814e-62,1.9016776380025597e-61,0.1763,0.7755,0.087,0.451
SQLE,ENSG00000104549,-1.686,2.7938003437902233e-62,1.906903339578445e-61,0.274,0.882,0.122,0.507
TM7SF2,ENSG00000149809,-3.038,4.384469445483654e-62,2.9894109855570368e-61,0.0787,0.6473,0.041,0.398
TTC28,ENSG00000100154,2.3357,5.397178485351969e-62,3.6759629106964534e-61,1.046,0.2071,0.443,0.119
PRDX4,ENSG00000123131,-3.4595,5.849528162383826e-62,3.979801711333713e-61,0.0564,0.6218,0.03,0.384
CAPNS1,ENSG00000126247,-2.7736,1.0636999417741376e-61,7.229303975277321e-61,0.0951,0.6508,0.053,0.408
TOMM22,ENSG00000100216,-4.2219,1.2533142766325926e-61,8.508922804614247e-61,0.0308,0.5764,0.017,0.369
MPC2,ENSG00000143158,-3.7163,1.2948416375054675e-61,8.781505786273782e-61,0.0442,0.582,0.019,0.375
PMVK,ENSG00000163344,-3.9347,1.8086790005311373e-61,1.2253271656095644e-60,0.0381,0.5841,0.023,0.374
BTG2,ENSG00000159388,-2.6165,2.1088389882125847e-61,1.4271601432967334e-60,0.1171,0.7187,0.058,0.416
EIF6,ENSG00000242372,-4.1568,2.189835626941341e-61,1.480403194247195e-60,0.0327,0.5857,0.021,0.37
NF1,ENSG00000196712,1.8272,6.094215946329491e-61,4.11553248494179e-60,1.141,0.3215,0.483,0.204
CDKAL1,ENSG00000145996,3.0494,6.892731021779908e-61,4.64985822897851e-60,0.9287,0.1121,0.401,0.063
SFN,ENSG00000175793,-1.9033,7.007890948330731e-61,4.72254807564571e-60,0.2331,0.8723,0.107,0.471
YIPF3,ENSG00000137207,-2.9614,7.669760486222875e-61,5.163117539563974e-60,0.0798,0.622,0.04,0.393
DHCR24,ENSG00000116133,-1.0195,1.1767893464473851e-60,7.91353595316675e-60,0.7474,1.5154,0.318,0.761
DUT,ENSG00000128951,-2.4953,1.2489074071472648e-60,8.38965723979327e-60,0.1198,0.6757,0.058,0.416
NAPA,ENSG00000105402,-1.6811,1.2662078059828516e-60,8.496920803305978e-60,0.2614,0.8386,0.123,0.497
ZSWIM6,ENSG00000130449,2.3578,1.3624779798934564e-60,9.133330306856766e-60,1.0202,0.1989,0.436,0.115
TXN2,ENSG00000100348,-3.3399,1.8822548034456503e-60,1.2604384844502122e-59,0.0591,0.5992,0.033,0.382
EMD,ENSG00000102119,-3.6921,2.142131935393983e-60,1.4329581414623968e-59,0.0458,0.5927,0.022,0.372
MRPL18,ENSG00000112110,-3.3611,2.4588332859181076e-60,1.64308828068427e-59,0.0581,0.5983,0.033,0.383
CDC42,ENSG00000070831,-1.3949,2.8729500882678266e-60,1.917806996095015e-59,0.362,0.952,0.175,0.552
CLEC16A,ENSG00000038532,2.5845,3.193860668336926e-60,2.129797255297898e-59,0.9642,0.1607,0.421,0.099
GTF3C6,ENSG00000155115,-3.7229,3.844308539846789e-60,2.560863839239632e-59,0.0437,0.5788,0.023,0.371
NDUFB5,ENSG00000136521,-3.3318,3.9467337791157407e-60,2.6263494615723223e-59,0.0598,0.6032,0.036,0.384
PTP4A2,ENSG00000184007,-1.3773,4.1009547280997067e-60,2.7261299678452168e-59,0.3792,0.9854,0.181,0.564
ARHGDIA,ENSG00000141522,-2.5449,5.887480171388225e-60,3.9096548013124937e-59,0.1135,0.6628,0.062,0.413
DNAJB1,ENSG00000132002,-2.0151,6.444131280251385e-60,4.274852956462287e-59,0.1979,0.8001,0.094,0.457
RER1,ENSG00000157916,-2.4438,7.120534516912688e-60,4.718649432985279e-59,0.1244,0.6776,0.071,0.421
EIF3D,ENSG00000100353,-2.9752,8.015571314160086e-60,5.306258268719683e-59,0.0778,0.6124,0.04,0.39
YWHAZ,ENSG00000164924,-1.4293,9.84352030408457e-60,6.5095894127115295e-59,0.3485,0.9387,0.168,0.549
DNAJC8,ENSG00000126698,-2.5657,1.3035670342555066e-59,8.611647506092078e-59,0.1102,0.6528,0.055,0.408
ATXN1,ENSG00000124788,1.8386,1.3383029150724016e-59,8.831967995431221e-59,1.1265,0.3149,0.479,0.188
SDHC,ENSG00000143252,-2.1518,2.1944558092181036e-59,1.44670690628391e-58,0.1584,0.7044,0.082,0.435
SPINT1-AS1,ENSG00000261183,-4.0718,2.7415483161283016e-59,1.8055134829873887e-58,0.0338,0.5706,0.017,0.363
BOLA3,ENSG00000163170,-4.9619,2.807196719941354e-59,1.8468399473298382e-58,0.0179,0.5598,0.013,0.356
STOX2,ENSG00000173320,2.6066,2.8188623410409614e-59,1.8526028272305285e-58,0.9802,0.1608,0.416,0.089
TOMM5,ENSG00000175768,-5.2201,3.4710402249513507e-59,2.278875533889275e-58,0.0157,0.5902,0.013,0.354
SRSF2,ENSG00000161547,-2.1248,3.6524309505105033e-59,2.395498694393463e-58,0.1626,0.7097,0.082,0.436
FMNL2,ENSG00000157827,2.1114,4.459750543536268e-59,2.9219845544752012e-58,1.0865,0.2514,0.452,0.152
HEBP2,ENSG00000051620,-3.3656,4.895040748677141e-59,3.203889607065377e-58,0.0587,0.6065,0.031,0.378
S100A9,ENSG00000163220,-5.2299,5.006206392494801e-59,3.2732887950927544e-58,0.0164,0.6206,0.009,0.352
LGMN,ENSG00000100600,-1.3783,5.147062066738259e-59,3.3619385937967625e-58,0.3662,0.9522,0.163,0.548
EBAG9,ENSG00000147654,-3.2381,5.854127603829034e-59,3.819863201065516e-58,0.0636,0.6009,0.032,0.38
BNIP3,ENSG00000176171,-2.1795,6.504289236634337e-59,4.239759088296922e-58,0.1547,0.7011,0.08,0.432
ZFAND5,ENSG00000107372,-1.326,7.448376789750423e-59,4.8501942834176654e-58,0.404,1.0131,0.195,0.569
NOL7,ENSG00000225921,-2.4223,8.662537779908809e-59,5.6350692190733326e-58,0.1234,0.6619,0.059,0.413
NAV2,ENSG00000166833,1.9916,1.2778213337402985e-58,8.303884814061573e-58,1.0944,0.2751,0.458,0.169
TMEM243,ENSG00000135185,-1.2534,1.6303732478561936e-58,1.0573376861732691e-57,0.4575,1.0909,0.213,0.607
JUND,ENSG00000130522,-1.1341,1.6288923487958283e-58,1.0573376861732691e-57,0.5905,1.2962,0.254,0.656
RNASEH2C,ENSG00000172922,-4.0199,1.8733858565245076e-58,1.2137027271690789e-57,0.0352,0.572,0.019,0.363
FADS1,ENSG00000149485,-2.346,1.893456506746326e-58,1.2254604294931805e-57,0.1364,0.6938,0.063,0.417
LSM4,ENSG00000130520,-2.6869,2.2253077696232487e-58,1.4387765751874452e-57,0.0987,0.6364,0.053,0.4
PNRC2,ENSG00000189266,-2.6345,2.441274417841183e-58,1.5768109841679376e-57,0.1013,0.6297,0.049,0.398
TCIM,ENSG00000176907,-1.25,2.6950076377114052e-58,1.7389345840496162e-57,0.507,1.2061,0.226,0.599
SURF1,ENSG00000148290,-4.7712,2.9888798214982097e-58,1.9266035249798876e-57,0.0199,0.5448,0.014,0.354
PEG10,ENSG00000242265,-2.605,3.0766733433563814e-58,1.981191168070397e-57,0.124,0.7548,0.062,0.405
MAL2,ENSG00000147676,-1.2969,3.115403881883706e-58,2.0041069371350782e-57,0.4243,1.0426,0.205,0.589
HSD17B12,ENSG00000149084,-2.0711,5.587057141766137e-58,3.5904727095523313e-57,0.169,0.7103,0.083,0.438
NUDC,ENSG00000090273,-2.2112,5.633061402915722e-58,3.6163913840471026e-57,0.1474,0.6829,0.073,0.425
ZDHHC21,ENSG00000175893,1.4656,7.656990635949183e-58,4.9107963082672067e-57,1.2081,0.4374,0.51,0.275
SOCS3,ENSG00000184557,-2.5013,9.558133138548734e-58,6.123929523442028e-57,0.1325,0.7504,0.067,0.41
GMDS-DT,ENSG00000250903,2.7015,1.333214842227425e-57,8.533378131726741e-57,0.9328,0.1433,0.404,0.08
CBX3,ENSG00000122565,-2.2052,1.566872088187963e-57,1.0018866160680304e-56,0.1515,0.699,0.076,0.426
ITPR2,ENSG00000123104,1.7458,1.787711944855611e-57,1.1419502653762043e-56,1.1326,0.3376,0.479,0.208
IFITM1,ENSG00000185885,-5.875,2.6262307209974423e-57,1.6758979826184882e-56,0.0108,0.6408,0.005,0.343
DEK,ENSG00000124795,-1.6752,3.329416672968045e-57,2.122503129017129e-56,0.2527,0.8072,0.126,0.482
GSTO1,ENSG00000148834,-3.0939,3.5918167616347864e-57,2.287495689852324e-56,0.0695,0.5944,0.036,0.377
STX10,ENSG00000104915,-3.5297,3.8794512817978455e-57,2.4682137646168924e-56,0.0499,0.5777,0.027,0.366
RPS4Y1,ENSG00000129824,-2.1104,4.4903018182926213e-57,2.8540053929825984e-56,0.2193,0.9473,0.105,0.434
SNRPN,ENSG00000128739,-3.0912,4.581454459725547e-57,2.9090410538595977e-56,0.0694,0.592,0.036,0.377
CNN2,ENSG00000064666,-2.2092,5.43193726786461e-57,3.4456318490185954e-56,0.1493,0.6908,0.077,0.423
PRSS8,ENSG00000052344,-2.1054,6.164432207220404e-57,3.9063872088499077e-56,0.1643,0.7075,0.082,0.431
SYF2,ENSG00000117614,-3.3065,6.262046760186003e-57,3.964304676880414e-56,0.0593,0.5878,0.035,0.372
SRPK2,ENSG00000135250,1.6696,7.685378303893582e-57,4.860544314218412e-56,1.1293,0.3549,0.485,0.227
AKR1A1,ENSG00000117448,-2.3984,1.0730779954026032e-56,6.779853538842016e-56,0.1238,0.6532,0.063,0.408
EIF4H,ENSG00000106682,-2.1394,1.3859258562223925e-56,8.747799340017576e-56,0.1532,0.6755,0.076,0.425
IER3IP1,ENSG00000134049,-2.5468,1.4620490050968278e-56,9.219151738370205e-56,0.1095,0.6406,0.059,0.4
SNX25,ENSG00000109762,0.9328,1.7470230600205147e-56,1.1005209493706306e-55,1.5046,0.7881,0.599,0.443
CHP1,ENSG00000187446,-1.3354,1.8218535497567159e-56,1.1465267897037575e-55,0.3819,0.9639,0.18,0.553
ARL15,ENSG00000185305,3.0053,1.9979079773671891e-56,1.2560811987885436e-55,0.8819,0.1098,0.386,0.059
CKS2,ENSG00000123975,-2.216,2.0319338499472145e-56,1.2762146101885214e-55,0.1534,0.7132,0.071,0.418
AP2M1,ENSG00000161203,-3.2384,2.1793415760107574e-56,1.367451038097301e-55,0.0612,0.5786,0.036,0.373
FDPS,ENSG00000160752,-1.1008,2.492611217815179e-56,1.5624775332912257e-55,0.5843,1.2533,0.254,0.66
STMP1,ENSG00000243317,-2.7961,2.67201804195536e-56,1.6732922414013183e-55,0.0885,0.6154,0.049,0.388
ZNF609,ENSG00000180357,2.1138,4.174937716594633e-56,2.6118967559657294e-55,1.0151,0.2344,0.44,0.144
SF3B2,ENSG00000087365,-2.0512,5.290832403078062e-56,3.3067702519237886e-55,0.1656,0.6867,0.08,0.426
PPP4C,ENSG00000149923,-2.8809,5.898213127431285e-56,3.682772643229622e-55,0.0807,0.5948,0.044,0.38
KRTCAP3,ENSG00000157992,-3.7222,7.9849837730454e-56,4.980848488567948e-55,0.0425,0.5627,0.023,0.359
MRPS26,ENSG00000125901,-3.632,9.035235452563794e-56,5.630461975571279e-55,0.0458,0.5685,0.028,0.361
ANAPC13,ENSG00000129055,-3.7097,9.537871974408262e-56,5.937884163755144e-55,0.0427,0.5603,0.023,0.359
CAPZA2,ENSG00000198898,-1.8251,1.2134257022975701e-55,7.546915953314154e-55,0.2089,0.7406,0.103,0.454
SFT2D1,ENSG00000198818,-2.1672,1.3675674648428304e-55,8.497312464301213e-55,0.1496,0.6723,0.077,0.421
ATP6V1E1,ENSG00000131100,-2.662,1.5135439264510107e-55,9.395172863802526e-55,0.0968,0.613,0.05,0.389
SMIM30,ENSG00000214194,-4.194,1.6778997777077924e-55,1.0405263699306591e-54,0.0298,0.547,0.013,0.349
MAGOH,ENSG00000162385,-3.3925,2.134625521671771e-55,1.3224720797529193e-54,0.054,0.5682,0.031,0.364
HSPD1,ENSG00000144381,-1.21,2.5340680122585923e-55,1.5684158813736435e-54,0.4393,1.0163,0.196,0.574
TNIK,ENSG00000154310,1.4976,2.672554430780044e-55,1.6525251693717536e-54,1.2168,0.4309,0.502,0.261
STOML2,ENSG00000165283,-4.2201,3.169367842789189e-55,1.957821705211345e-54,0.0288,0.5385,0.017,0.348
MRPL27,ENSG00000108826,-4.3244,3.8294408711809955e-55,2.3632803053028892e-54,0.027,0.5427,0.017,0.347
ODC1,ENSG00000115758,-3.7411,3.8888576956508284e-55,2.3976274477537747e-54,0.0429,0.5747,0.024,0.357
VAPA,ENSG00000101558,-0.943,4.54125735102608e-55,2.7971512669363537e-54,0.7889,1.5167,0.35,0.773
REX1BD,ENSG00000006015,-4.6248,5.578707675704024e-55,3.432843767626752e-54,0.0217,0.5374,0.013,0.343
HNRNPAB,ENSG00000197451,-2.8208,5.792857917474772e-55,3.5611831459885897e-54,0.086,0.608,0.046,0.382
GNAS,ENSG00000087460,-0.9854,5.901598564055102e-55,3.6245366903517605e-54,0.7119,1.4095,0.317,0.719
PDAP1,ENSG00000106244,-2.5351,6.731730910275392e-55,4.13039312348466e-54,0.1072,0.6221,0.056,0.394
ZBTB16,ENSG00000109906,1.6707,7.684394235847389e-55,4.710385889762221e-54,1.1584,0.3638,0.481,0.217
MPZL2,ENSG00000149573,-1.7131,8.082028109330193e-55,4.949368798941401e-54,0.2371,0.7776,0.116,0.469
UQCC2,ENSG00000137288,-3.3632,8.43270031754155e-55,5.1591616626033955e-54,0.057,0.5879,0.031,0.365
SERPING1,ENSG00000149131,-3.3038,1.0320530836297376e-54,6.308090515953573e-54,0.0606,0.5991,0.033,0.364
VAMP2,ENSG00000220205,-2.6793,1.0361083374571774e-54,6.326810968668109e-54,0.0964,0.618,0.049,0.385
UQCRC1,ENSG00000010256,-2.8008,1.0891456420842347e-54,6.644309539030619e-54,0.0855,0.5965,0.042,0.378
SNTB1,ENSG00000172164,1.7525,1.1205640873344444e-54,6.829441736861456e-54,1.1067,0.3284,0.47,0.202
MCUR1,ENSG00000050393,-2.7164,1.2274974114372948e-54,7.474017189983528e-54,0.0925,0.6086,0.046,0.383
EI24,ENSG00000149547,-2.1404,1.2289341891426469e-54,7.475625434908753e-54,0.1545,0.6813,0.086,0.425
RGS16,ENSG00000143333,-4.3576,1.3752792778970078e-54,8.357869777496116e-54,0.0291,0.5983,0.017,0.346
SCGB1A1,ENSG00000149021,-4.1917,1.6048177850681157e-54,9.743536552199274e-54,0.0357,0.6538,0.013,0.346
BIRC6,ENSG00000115760,1.5902,2.3103043580020834e-54,1.4013501695778573e-53,1.133,0.3762,0.485,0.236
NDUFB8,ENSG00000166136,-2.6684,2.6914081903254354e-54,1.6309626628635598e-53,0.0989,0.6293,0.049,0.385
CLTB,ENSG00000175416,-2.9581,2.751378662062057e-54,1.6657206999663452e-53,0.0748,0.5821,0.04,0.372
PGAM1,ENSG00000171314,-2.7927,2.907360455611427e-54,1.7584841465391697e-53,0.0867,0.6014,0.05,0.381
TXNL4A,ENSG00000141759,-2.7155,5.595422105598483e-54,3.3811199927194623e-53,0.092,0.6048,0.05,0.382
FOXP2,ENSG00000128573,2.1511,6.599377658560109e-54,3.9839992967159743e-53,1.0051,0.2262,0.427,0.126
FBL,ENSG00000105202,-3.3937,7.088894172081774e-54,4.2754683393586865e-53,0.0535,0.5631,0.03,0.36
AFF1,ENSG00000172493,2.0241,8.069641070006892e-54,4.862378243978633e-53,1.0116,0.2486,0.439,0.159
MT1X,ENSG00000187193,-4.3953,8.565209212396898e-54,5.156110361570371e-53,0.0279,0.5898,0.015,0.342
CCT6A,ENSG00000146731,-2.0671,9.914561573338842e-54,5.962766983965578e-53,0.1599,0.6704,0.08,0.419
HERC4,ENSG00000148634,1.9951,1.070006460174381e-53,6.429115158917699e-53,1.0122,0.2538,0.44,0.161
CD164,ENSG00000135535,-1.837,1.22534574203938e-53,7.355535880886109e-53,0.1982,0.7083,0.098,0.438
IRX3,ENSG00000177508,-1.6992,1.3861697591690466e-53,8.313106504894329e-53,0.2473,0.8034,0.119,0.465
RBM47,ENSG00000163694,0.9066,1.9486936424543303e-53,1.167567854384056e-52,1.4206,0.7577,0.582,0.448
KMT2C,ENSG00000055609,1.3363,2.1333641501738813e-53,1.276996338433601e-52,1.2267,0.4858,0.515,0.299
PHLDA2,ENSG00000181649,-4.1272,2.1353381910121077e-53,1.276996338433601e-52,0.0353,0.618,0.021,0.345
BFAR,ENSG00000103429,-1.992,2.1482138688963367e-53,1.283492353722038e-52,0.1743,0.6935,0.083,0.423
SLC3A2,ENSG00000168003,-3.7742,2.5301586230885813e-53,1.5102772679952908e-52,0.0403,0.5522,0.022,0.349
ILF2,ENSG00000143621,-3.1546,2.589447362447752e-53,1.5442214158657081e-52,0.0637,0.5682,0.036,0.363
PERP,ENSG00000112378,-1.9661,3.0962742037930954e-53,1.8447428083346712e-52,0.1762,0.6887,0.09,0.428
MDH1,ENSG00000014641,-3.3421,3.226336747129173e-53,1.920438539957841e-52,0.0555,0.5633,0.032,0.358
PDZK1IP1,ENSG00000162366,-3.6086,3.592638541099389e-53,2.1364804757004296e-52,0.0463,0.5656,0.026,0.352
CHURC1,ENSG00000258289,-2.2445,3.6570311132806234e-53,2.172746817070268e-52,0.1373,0.651,0.068,0.406
ID3,ENSG00000117318,-5.5933,3.665477669740615e-53,2.1757374436309517e-52,0.0119,0.579,0.008,0.332
CHCHD1,ENSG00000172586,-4.0631,3.9046264717973225e-53,2.315534303042598e-52,0.0319,0.534,0.019,0.345
NINJ1,ENSG00000131669,-3.0694,4.1073662705080985e-53,2.4334999976291013e-52,0.069,0.5801,0.036,0.364
ANKHD1,ENSG00000131503,2.032,6.062732094917418e-53,3.588664540863374e-52,1.011,0.2471,0.436,0.154
TMED4,ENSG00000158604,-2.8489,8.172615516804524e-53,4.833063443379299e-52,0.0806,0.5814,0.044,0.373
CDC37,ENSG00000105401,-2.0509,8.355964187450238e-53,4.936911185819765e-52,0.1603,0.6645,0.078,0.413
SMAGP,ENSG00000170545,-2.7428,1.0277033752348273e-52,6.066304645483356e-52,0.0894,0.5989,0.045,0.376
CDK4,ENSG00000135446,-3.5527,1.0820839951248868e-52,6.381392663201807e-52,0.0464,0.5457,0.027,0.352
PIM3,ENSG00000198355,-1.4812,1.093826553523312e-52,6.4446804794002894e-52,0.3015,0.8419,0.145,0.495
PIBF1,ENSG00000083535,2.0229,1.4791480019293762e-52,8.706896133240787e-52,1.0114,0.2488,0.434,0.153
ZCRB1,ENSG00000139168,-3.2638,1.5365424975966105e-52,9.036400758467152e-52,0.0576,0.5538,0.031,0.356
KCNQ3,ENSG00000184156,2.491,1.5489239590119626e-52,9.100820496498859e-52,0.9472,0.1684,0.399,0.101
NUDT16,ENSG00000198585,-2.1369,2.3208444060851954e-52,1.3623741334063646e-51,0.1544,0.6792,0.078,0.412
BZW1,ENSG00000082153,-2.0484,2.6660781368266585e-52,1.5635922835574932e-51,0.161,0.6663,0.081,0.415
ACAT2,ENSG00000120437,-1.8811,3.664640504425153e-52,2.147250295561613e-51,0.1987,0.7324,0.091,0.434
PLEKHA7,ENSG00000166689,2.8923,5.502861826381544e-52,3.2213722812839615e-51,0.842,0.1133,0.375,0.064
S100A16,ENSG00000188643,-3.9658,5.524238257328057e-52,3.230919164262969e-51,0.0347,0.5429,0.021,0.342
CHMP4B,ENSG00000101421,-1.8791,6.3709854515250594e-52,3.7227343953686764e-51,0.1902,0.6999,0.096,0.431
ACADVL,ENSG00000072778,-1.5028,6.732218457796532e-52,3.930209951323525e-51,0.2879,0.816,0.136,0.488
DDX18,ENSG00000088205,-2.1648,7.584063440014624e-52,4.423458776769737e-51,0.1459,0.6546,0.076,0.406
RPL26L1,ENSG00000037241,-4.5654,8.307276118818208e-52,4.84084874382688e-51,0.0219,0.5207,0.012,0.334
LSR,ENSG00000105699,-2.6023,8.44264130178895e-52,4.915236374329184e-51,0.0975,0.5927,0.05,0.377
TNFRSF12A,ENSG00000006327,-3.5859,8.467663300679034e-52,4.925305980093873e-51,0.0507,0.6103,0.03,0.35
ARHGEF38,ENSG00000236699,1.7484,1.0530663107909567e-51,6.119687995708613e-51,1.0694,0.3182,0.457,0.191
DDOST,ENSG00000244038,-2.9571,1.0741703274179222e-51,6.236644660554875e-51,0.0735,0.5717,0.041,0.364
METAP2,ENSG00000111142,-1.53,1.3108478280705123e-51,7.603871614148787e-51,0.2822,0.8151,0.142,0.485
C1orf122,ENSG00000197982,-4.318,1.6145391737111467e-51,9.356988393098691e-51,0.026,0.52,0.015,0.336
ATP6V0C,ENSG00000185883,-2.7086,1.7347911322809873e-51,1.0044771542498904e-50,0.1151,0.7529,0.059,0.377
CBR1,ENSG00000159228,-3.5058,2.2339819150694026e-51,1.292344347419913e-50,0.0486,0.5528,0.027,0.348
APH1A,ENSG00000117362,-2.4664,2.40121584973721e-51,1.3878287436151146e-50,0.1072,0.5931,0.056,0.383
MRPS6,ENSG00000243927,-1.5136,2.6407925232390253e-51,1.5249141608377523e-50,0.2845,0.8123,0.136,0.485
SFTPB,ENSG00000168878,0.1141,2.703894584613357e-51,1.5599391834307828e-50,3.19,2.9474,0.99,0.998
CTSC,ENSG00000109861,-2.5049,2.920644627303016e-51,1.6834637883414763e-50,0.1062,0.6032,0.051,0.378
HIGD1A,ENSG00000181061,-3.8045,3.2702832406743205e-51,1.883293194155266e-50,0.0372,0.5208,0.018,0.34
ACAT1,ENSG00000075239,-1.9267,3.9712699772259837e-51,2.2849139083768635e-50,0.1784,0.6784,0.087,0.42
STK3,ENSG00000104375,1.804,4.6394980770161656e-51,2.6669792823244414e-50,1.0582,0.303,0.452,0.188
FAM162A,ENSG00000114023,-2.9039,5.2166458630355286e-51,2.996046610527162e-50,0.0756,0.5666,0.041,0.363
WBP2,ENSG00000132471,-2.2948,5.555266657635128e-51,3.1876530101191666e-50,0.1269,0.6231,0.071,0.394
GNAQ,ENSG00000156052,0.8827,5.961341864266894e-51,3.4175858259623607e-50,1.4032,0.761,0.582,0.442
RAPGEF5,ENSG00000136237,1.6136,6.092611354886379e-51,3.489703269308236e-50,1.1247,0.3675,0.471,0.216
PLCG2,ENSG00000197943,3.0603,6.32840237874013e-51,3.621504951927139e-50,0.8237,0.0987,0.367,0.065
CSDE1,ENSG00000009307,-1.1037,6.58589568045556e-51,3.765478472009345e-50,0.4811,1.0341,0.223,0.59
HDDC2,ENSG00000111906,-3.5849,7.137820761630061e-51,4.077384171630075e-50,0.0441,0.5304,0.023,0.343
ABHD14B,ENSG00000114779,-3.9727,8.921592939295811e-51,5.091777528022452e-50,0.0332,0.5225,0.021,0.338
TRIB1,ENSG00000173334,-2.7238,9.056786536162547e-51,5.164312537391435e-50,0.0951,0.6286,0.047,0.369
TRAPPC3,ENSG00000054116,-3.3699,1.4804694514224053e-50,8.4343098774064645e-50,0.0515,0.5333,0.028,0.347
PCAT1,ENSG00000253438,2.9225,2.212191910438673e-50,1.259171734736298e-49,0.853,0.1124,0.366,0.052
SUMO3,ENSG00000184900,-2.3816,2.371285043334688e-50,1.3485229394521532e-49,0.1164,0.6069,0.06,0.384
EIF4G3,ENSG00000075151,2.3221,3.3221355693807643e-50,1.8875770280572524e-49,0.9147,0.1828,0.402,0.119
RAB5IF,ENSG00000101084,-3.125,4.0132436382895494e-50,2.278221566704887e-49,0.0633,0.5532,0.032,0.351
DUSP6,ENSG00000139318,-1.7972,4.641521334767824e-50,2.632535454550256e-49,0.2315,0.805,0.108,0.436
