rank,gene_symbol,ensembl_id,log2FC,pvalue,padj
568,C1QTNF5,ENSG00000223953,12.863739322074725,0.08322308147757371,0.44567781511811777
569,CTAGE4,ENSG00000288784,11.696501078212089,0.08322308147757371,0.44567781511811777
570,ENSG00000227678,ENSG00000227678,11.878891111880552,0.08322308147757371,0.44567781511811777
571,ENSG00000228137,ENSG00000228137,11.989779726592413,0.08322308147757371,0.44567781511811777
572,NANOGP11,ENSG00000233464,14.41693400313547,0.08322308147757371,0.44567781511811777
573,ENSG00000233633,ENSG00000233633,12.15387071274084,0.08322308147757371,0.44567781511811777
574,LINC01361,ENSG00000236268,11.888049825921662,0.08322308147757371,0.44567781511811777
575,IGKV1-9,ENSG00000241755,14.302347740138853,0.08322308147757371,0.44567781511811777
576,IGKV1-33,ENSG00000242076,13.903363815092689,0.08322308147757371,0.44567781511811777
577,IGKV2D-28,ENSG00000242534,15.246503918348548,0.08322308147757371,0.44567781511811777
578,ENSG00000248839,ENSG00000248839,13.829983063478823,0.08322308147757371,0.44567781511811777
579,ENSG00000250421,ENSG00000250421,13.652140079813208,0.08322308147757371,0.44567781511811777
580,ENSG00000253778,ENSG00000253778,13.123106503539699,0.08322308147757371,0.44567781511811777
581,LINC02388,ENSG00000257259,13.20188812652852,0.08322308147757371,0.44567781511811777
582,LINC02289,ENSG00000258819,13.16470548479785,0.08322308147757371,0.44567781511811777
583,ENSG00000260810,ENSG00000260810,11.762008346049376,0.08322308147757371,0.44567781511811777
584,LINC01977,ENSG00000262772,11.689054938414833,0.08322308147757371,0.44567781511811777
585,ENSG00000265908,ENSG00000265908,13.707667618901912,0.08322308147757371,0.44567781511811777
586,ENSG00000267124,ENSG00000267124,13.68926109431721,0.08322308147757371,0.44567781511811777
587,ENSG00000269043,ENSG00000269043,11.813370187230339,0.08322308147757371,0.44567781511811777
588,IGHV3-30,ENSG00000270550,15.246503918348548,0.08322308147757371,0.44567781511811777
589,ENSG00000271208,ENSG00000271208,12.745364935059229,0.08322308147757371,0.44567781511811777
590,ENSG00000272024,ENSG00000272024,11.863983684342971,0.08322308147757371,0.44567781511811777
591,ENSG00000273443,ENSG00000273443,11.666612662242262,0.08322308147757371,0.44567781511811777
592,IGHV2-70,ENSG00000274576,14.48264900083785,0.08322308147757371,0.44567781511811777
593,ENSG00000275371,ENSG00000275371,11.88380439831848,0.08322308147757371,0.44567781511811777
594,ENSG00000281655,ENSG00000281655,13.24783176066132,0.08322308147757371,0.44567781511811777
595,C1S,ENSG00000182326,-0.6570817442792141,0.0834039843382378,0.44589592299148645
596,GPX3,ENSG00000211445,-0.573629911746008,0.08428962679542326,0.44987466918832447
597,GBP4,ENSG00000162654,-1.172627707415269,0.0846287612179419,0.4509281230054827
598,FXYD3,ENSG00000089356,0.20436629742896384,0.08501878976403382,0.4522487796645344
599,TPSAB1,ENSG00000172236,2.2903804020223717,0.08519947805685642,0.4524533217009354
600,FABP4,ENSG00000170323,-1.180832155860887,0.08551336208095403,0.4533633412991913
601,LCN2,ENSG00000148346,0.29623434571506513,0.0866159133680791,0.4570311393980883
602,KLF2,ENSG00000127528,0.6674137701131901,0.08669065520809104,0.4570311393980883
603,CALD1,ENSG00000122786,-0.2927908705059181,0.08673426852462157,0.4570311393980883
604,ENSG00000272234,ENSG00000272234,-1.6406741993061384,0.08681872496571987,0.4570311393980883
605,ZMYND10,ENSG00000004838,0.37789926680341757,0.08692355842057323,0.4570311393980883
606,PCSK1N,ENSG00000102109,0.7156579607288245,0.08792228604636006,0.461519458603088
607,RPS29,ENSG00000213741,-0.25911699106562724,0.08900405801031205,0.4664281853884722
608,AZGP1,ENSG00000160862,0.5446751871534112,0.09066315854097409,0.469292019705812
609,RBM3,ENSG00000102317,-0.39201292152585865,0.09103390579871457,0.469292019705812
610,ANXA1,ENSG00000135046,0.2020515122191504,0.09105150274164361,0.469292019705812
611,C11orf96,ENSG00000187479,-0.4603633845541507,0.09158301950357396,0.469292019705812
612,INPP4B,ENSG00000109452,2.4178960122609383,0.09174659169221291,0.469292019705812
613,CFAP61,ENSG00000089101,1.35713744462144,0.09216229470398662,0.469292019705812
614,CTSB,ENSG00000164733,0.214208759809152,0.09310103905971653,0.469292019705812
615,NKX2-1,ENSG00000136352,-0.3181980596884526,0.09312952798108791,0.469292019705812
616,S100A10,ENSG00000197747,-0.21628355812230426,0.09313665014148692,0.469292019705812
617,LMNTD1,ENSG00000152936,-0.9172318894792366,0.09409415966075368,0.469292019705812
618,PTGDS,ENSG00000107317,-1.8605364340067343,0.09420016614902356,0.469292019705812
619,ATP5ME,ENSG00000169020,-0.3036758595435027,0.0952419333177895,0.469292019705812
620,ATP1B1,ENSG00000143153,0.2309777154551333,0.09525994690689278,0.469292019705812
621,TNFRSF9,ENSG00000049249,-12.894976793843687,0.09545172485056913,0.469292019705812
622,SMOC2,ENSG00000112562,-12.653346214667872,0.09545172485056913,0.469292019705812
623,IRAG2,ENSG00000118308,-13.103374901189593,0.09545172485056913,0.469292019705812
624,RAMP3,ENSG00000122679,-13.28653525195817,0.09545172485056913,0.469292019705812
625,C5AR2,ENSG00000134830,-13.621307691447125,0.09545172485056913,0.469292019705812
626,FXYD6,ENSG00000137726,-14.47525836833176,0.09545172485056913,0.469292019705812
627,IL2RG,ENSG00000147168,-13.277405493713987,0.09545172485056913,0.469292019705812
628,MKI67,ENSG00000148773,-14.887781130883521,0.09545172485056913,0.469292019705812
629,NPAS3,ENSG00000151322,-12.973908781237764,0.09545172485056913,0.469292019705812
630,TMSB15A,ENSG00000158164,-13.062782034189048,0.09545172485056913,0.469292019705812
631,GPR146,ENSG00000164849,-12.527247480559968,0.09545172485056913,0.469292019705812
632,BTNL9,ENSG00000165810,-13.116069791653679,0.09545172485056913,0.469292019705812
633,JAM3,ENSG00000166086,-13.000752053269958,0.09545172485056913,0.469292019705812
634,FBN1,ENSG00000166147,-13.444902223332011,0.09545172485056913,0.469292019705812
635,KRT86,ENSG00000170442,-13.228165289655628,0.09545172485056913,0.469292019705812
636,FPR1,ENSG00000171051,-14.181208877114369,0.09545172485056913,0.469292019705812
637,PDE7B,ENSG00000171408,-13.185961138668343,0.09545172485056913,0.469292019705812
638,BNC2,ENSG00000173068,-14.022390304003721,0.09545172485056913,0.469292019705812
639,FUT1,ENSG00000174951,-12.154270215210186,0.09545172485056913,0.469292019705812
640,CLEC14A,ENSG00000176435,-12.524867604980276,0.09545172485056913,0.469292019705812
641,MMP23B,ENSG00000189409,-12.992903307531748,0.09545172485056913,0.469292019705812
642,CALCRL-AS1,ENSG00000224063,-12.523889767691589,0.09545172485056913,0.469292019705812
643,DCST1-AS1,ENSG00000232093,-13.835011331160807,0.09545172485056913,0.469292019705812
644,ENSG00000251139,ENSG00000251139,-13.803286534859474,0.09545172485056913,0.469292019705812
645,IQSEC3-AS2,ENSG00000256948,-14.203786463921084,0.09545172485056913,0.469292019705812
646,ENSG00000261542,ENSG00000261542,-13.249700100019,0.09545172485056913,0.469292019705812
647,ENSG00000273456,ENSG00000273456,-11.892084799458223,0.09545172485056913,0.469292019705812
648,MUCL1,ENSG00000172551,2.3599196581174002,0.09645896097548526,0.47351227602317686
649,CFAP141,ENSG00000163263,0.9360668225460071,0.09693788420965653,0.4745771357406316
650,CYBA,ENSG00000051523,0.368002007617667,0.09731979660118546,0.4745771357406316
651,POF1B,ENSG00000124429,-0.8953008409062084,0.09739209368148026,0.4745771357406316
652,SLCO2A1,ENSG00000174640,-1.4815413857774455,0.09739209368148026,0.4745771357406316
653,ELF3,ENSG00000163435,0.20307091298467017,0.0974218389307238,0.4745771357406316
654,LST1,ENSG00000204482,-1.61492241429894,0.09790350530025765,0.4761942666056875
655,CSMD1,ENSG00000183117,-1.1323839399258278,0.09903223781564766,0.48094892899477126
656,ATF3,ENSG00000162772,0.6458280224563894,0.09931866552077612,0.4816046875329098
657,CAVIN1,ENSG00000177469,-0.527332620120671,0.09973675264350394,0.4828959058736469
658,IL1RL1,ENSG00000115602,-1.051811765856769,0.10066989414436453,0.4859346483660449
659,SLIT2,ENSG00000145147,-0.08120015100524292,0.10066989414436453,0.4859346483660449
660,HERPUD1,ENSG00000051108,-0.2823219832859942,0.1017979635540947,0.4906353364629928
661,TGFBI,ENSG00000120708,-0.2480378425705112,0.10201616460403722,0.4909431461504423
662,GLIPR2,ENSG00000122694,-1.009698727155898,0.10293701596340897,0.49462635616254375
663,TMC8,ENSG00000167895,0.6446580001686133,0.10403501453048468,0.49741827065010596
664,ALPL,ENSG00000162551,-0.46938001855663253,0.10403801680935244,0.49741827065010596
665,ADIRF,ENSG00000148671,-0.3569456483135546,0.10410584790391693,0.49741827065010596
666,SLC25A5,ENSG00000005022,-0.18312656688000595,0.1041435297871646,0.49741827065010596
667,CRYM,ENSG00000103316,0.8233704216521536,0.10526821371815398,0.5020362636243596
668,CCL20,ENSG00000115009,-0.2288191833039943,0.10561179790026808,0.5029208519771748
669,ZBTB16,ENSG00000109906,-0.4990507463747522,0.1062449111655915,0.5039513568284598
670,CBLB,ENSG00000114423,0.8549498135210261,0.10639464857512958,0.5039513568284598
671,FCGR3A,ENSG00000203747,-3.719622841132656,0.10648787727096176,0.5039513568284598
672,TTC29,ENSG00000137473,0.8089569091327484,0.10658474019577222,0.5039513568284598
673,METRN,ENSG00000103260,-0.3709021456684809,0.10674185251239902,0.5039513568284598
674,LYNX1,ENSG00000180155,-0.6956234848543099,0.10693717883030819,0.5039513568284598
675,C19orf73,ENSG00000221916,-1.8880031552609848,0.10693717883030819,0.5039513568284598
676,PBX1,ENSG00000185630,-0.9029777585990444,0.1083916554378342,0.5100500827629446
677,CCND1,ENSG00000110092,0.26148529095553946,0.1087872556423716,0.5105731658448255
678,GPRC5A,ENSG00000013588,0.3352114419343549,0.10882383100999424,0.5105731658448255
679,LINC00926,ENSG00000247982,3.251123811026197,0.10908595947981081,0.5110492446322212
680,HES4,ENSG00000188290,0.4315062144799018,0.10984037142815023,0.5132697297095897
681,C1QC,ENSG00000159189,-0.3597477429020377,0.10988264254392663,0.5132697297095897
682,HSPA2,ENSG00000126803,-0.04166256232308729,0.11055400177766807,0.5156485038926131
683,PLD3,ENSG00000105223,-0.33780532766449783,0.11120906312492637,0.5179444067355649
684,FAM3D,ENSG00000198643,1.281261412938289,0.11181346759519767,0.5199980123104149
685,S100A4,ENSG00000196154,-0.500058209876187,0.11350783484222948,0.5232108741258145
686,GABARAP,ENSG00000170296,0.3636861638013464,0.11366509370870553,0.5232108741258145
687,CFP,ENSG00000126759,-1.9144557448350055,0.11382320420785368,0.5232108741258145
688,IFI6,ENSG00000126709,0.42493018500800583,0.11389224353768894,0.5232108741258145
689,TPSD1,ENSG00000095917,3.0078856199375124,0.11447376837517934,0.5232108741258145
690,MYL12A,ENSG00000101608,-0.1769500520062074,0.11615950751185672,0.5232108741258145
691,ANXA6,ENSG00000197043,-0.7769264001141525,0.11696250433056081,0.5232108741258145
692,PDE4B,ENSG00000184588,-1.2991977130786507,0.11763717365754107,0.5232108741258145
693,KCNMB2,ENSG00000197584,-3.330986091517534,0.11763717365754107,0.5232108741258145
694,TMEM176A,ENSG00000002933,1.164634604255267,0.11765506610680883,0.5232108741258145
695,CYP24A1,ENSG00000019186,3.2412154453364312,0.11828595769311914,0.5232108741258145
696,KIF21A,ENSG00000139116,0.29681489899978775,0.11905152008334115,0.5232108741258145
697,DAPK2,ENSG00000035664,-0.6972017279498801,0.11925761595712601,0.5232108741258145
698,NCF2,ENSG00000116701,0.3233618624990515,0.11959654252772543,0.5232108741258145
699,ARC,ENSG00000198576,0.30497986692514534,0.11982378198134197,0.5232108741258145
700,TUBB4B,ENSG00000188229,-0.2055064244211557,0.11996722134546974,0.5232108741258145
701,FZD4,ENSG00000174804,-3.1358891221498535,0.12018708463174942,0.5232108741258145
702,CFAP43,ENSG00000197748,0.5062284316688066,0.12114253574710035,0.5232108741258145
703,TMEM59,ENSG00000116209,0.14111741804977262,0.12126066758252027,0.5232108741258145
704,TXK,ENSG00000074966,-12.3541288872491,0.12150933588142124,0.5232108741258145
705,ATP8B4,ENSG00000104043,-13.289223559361435,0.12150933588142124,0.5232108741258145
706,IL10RA,ENSG00000110324,-14.239759940710435,0.12150933588142124,0.5232108741258145
707,IL23A,ENSG00000110944,-12.499212701145234,0.12150933588142124,0.5232108741258145
708,LAMA4,ENSG00000112769,-13.062725351665026,0.12150933588142124,0.5232108741258145
709,C7,ENSG00000112936,-13.873242554572418,0.12150933588142124,0.5232108741258145
710,LEPR,ENSG00000116678,-13.976587122165045,0.12150933588142124,0.5232108741258145
711,GIMAP4,ENSG00000133574,-13.29639906706332,0.12150933588142124,0.5232108741258145
712,GPR65,ENSG00000140030,-13.243974081374898,0.12150933588142124,0.5232108741258145
713,ITGAX,ENSG00000140678,-14.044863157502474,0.12150933588142124,0.5232108741258145
714,ANKRD1,ENSG00000148677,-12.788730761116692,0.12150933588142124,0.5232108741258145
715,ABCA6,ENSG00000154262,-12.575994046809878,0.12150933588142124,0.5232108741258145
716,COX7A1,ENSG00000161281,-14.285567105257105,0.12150933588142124,0.5232108741258145
717,LMOD3,ENSG00000163380,-12.454110036544007,0.12150933588142124,0.5232108741258145
718,TMEM100,ENSG00000166292,-12.419968981831108,0.12150933588142124,0.5232108741258145
719,PRKCB,ENSG00000166501,-13.216674526722606,0.12150933588142124,0.5232108741258145
720,CD3D,ENSG00000167286,-14.026340614847278,0.12150933588142124,0.5232108741258145
721,RHOH,ENSG00000168421,-12.483833487126127,0.12150933588142124,0.5232108741258145
722,CXCL10,ENSG00000169245,-13.943601396256684,0.12150933588142124,0.5232108741258145
723,RNASE6,ENSG00000169413,-12.88151362647654,0.12150933588142124,0.5232108741258145
724,MUC3A,ENSG00000169894,-12.300298708635738,0.12150933588142124,0.5232108741258145
725,ZFPM2,ENSG00000169946,-12.636573017402764,0.12150933588142124,0.5232108741258145
726,GPR82,ENSG00000171657,-13.880273369574091,0.12150933588142124,0.5232108741258145
727,S100A3,ENSG00000188015,-13.49049264363227,0.12150933588142124,0.5232108741258145
728,FAM169A,ENSG00000198780,-12.754019382482735,0.12150933588142124,0.5232108741258145
729,COL5A2,ENSG00000204262,-12.63349503242003,0.12150933588142124,0.5232108741258145
730,SYT3,ENSG00000213023,-13.605274491260877,0.12150933588142124,0.5232108741258145
731,ERVMER34-1,ENSG00000226887,-13.338732670939518,0.12150933588142124,0.5232108741258145
732,ENSG00000235078,ENSG00000235078,-13.611184596195333,0.12150933588142124,0.5232108741258145
733,ENSG00000257740,ENSG00000257740,-13.558618750071275,0.12150933588142124,0.5232108741258145
734,DOCK9-DT,ENSG00000260992,-12.02342286615375,0.12150933588142124,0.5232108741258145
735,LINC01451,ENSG00000279141,-13.289415230432656,0.12150933588142124,0.5232108741258145
736,POU2F2,ENSG00000028277,-1.6493074571142765,0.12155071863532754,0.5232108741258145
737,PDK1,ENSG00000152256,-0.6990557261454784,0.12155071863532754,0.5232108741258145
738,KISS1,ENSG00000170498,-1.3873473106406493,0.12155071863532754,0.5232108741258145
739,RRM2,ENSG00000171848,-0.5905374793563585,0.12155071863532754,0.5232108741258145
740,ITGB1,ENSG00000150093,-0.29296406914687145,0.12256091205112188,0.526846298965701
741,CFAP144,ENSG00000186973,0.2678765233417473,0.12334706026568289,0.5295101197100368
742,PZP,ENSG00000126838,1.3701868116962577,0.12355149338227389,0.5296370515567681
743,POLR2L,ENSG00000177700,-0.2952943354760349,0.12386794846745038,0.5296370515567681
744,NFKBIA,ENSG00000100906,-0.24793232792886832,0.12387612900290332,0.5296370515567681
745,ADM,ENSG00000148926,-3.2493151156953406,0.12429200397809391,0.5307018317507607
746,GSTO1,ENSG00000148834,-0.5335670419608101,0.12484816428425559,0.5323619444882266
747,PENK,ENSG00000181195,-1.1758528305384761,0.12556534956925214,0.5345138467104552
748,MERTK,ENSG00000153208,-0.6208217573248795,0.12568888944967635,0.5345138467104552
749,PGK1,ENSG00000102144,-0.32666041667248996,0.1264631404501597,0.5358130593810166
750,CPM,ENSG00000135678,-0.39329593972252275,0.1264941135903855,0.5358130593810166
751,ADGRG6,ENSG00000112414,-0.6713859695240854,0.1264997194577628,0.5358130593810166
752,PRKCH,ENSG00000027075,-0.48671714122450815,0.12774706387362303,0.5402188660089892
753,ZFAS1,ENSG00000177410,-0.2461785264256491,0.12787953665663906,0.5402188660089892
754,SPARC,ENSG00000113140,2.110406058646676,0.12940629364892575,0.54524697984943
755,CXCL6,ENSG00000124875,0.8643601339077689,0.1294125966005406,0.54524697984943
756,EDNRA,ENSG00000151617,0.48334397286504505,0.12968256035212303,0.5456616725927294
757,TNFAIP3,ENSG00000118503,-0.508065626028336,0.1302221794676225,0.5472083921882525
758,LITAF,ENSG00000189067,0.32563012945561787,0.13181038858491914,0.5531515119902741
759,MT2A,ENSG00000125148,-0.29626248800846405,0.13198709374863427,0.5531633006777412
760,TSPAN19,ENSG00000231738,0.5853265574108781,0.1333572230063951,0.5581701662938722
761,VCAN,ENSG00000038427,-0.3659402395627316,0.1342698114290731,0.5605270733247786
762,C6orf118,ENSG00000112539,0.5539612860933036,0.134272753811217,0.5605270733247786
763,HYDIN,ENSG00000157423,0.5690278859564106,0.1345081761127829,0.5607739295082076
764,RASSF6,ENSG00000169435,0.00539718102786324,0.13493446251805394,0.5618148236517403
765,BATF,ENSG00000156127,-0.6522823054590949,0.13607456699173248,0.5650506572294467
766,SMIM22,ENSG00000267795,0.21108007928118894,0.13611935235286873,0.5650506572294467
767,SIPA1L1,ENSG00000197555,-0.6235085672607075,0.13624453130933217,0.5650506572294467
768,HMOX1,ENSG00000100292,-0.3422711660991675,0.1364329799586305,0.5650954547505255
769,CD44,ENSG00000026508,-0.3764158692317063,0.13749911153356037,0.5670545861258812
770,C16orf89,ENSG00000153446,-0.27054845912243725,0.13757620653688793,0.5670545861258812
771,UQCR10,ENSG00000184076,-0.23072915116401715,0.13761903190480362,0.5670545861258812
772,NEAT1,ENSG00000245532,-0.12490578931236884,0.13761903190480362,0.5670545861258812
773,SCGB2A1,ENSG00000124939,0.6736250634584795,0.13929479504998332,0.5732170026571758
774,MYO1F,ENSG00000142347,-3.0144605492412637,0.14181342588037507,0.5828275293610764
775,SEMA3E,ENSG00000170381,-1.729566686297665,0.14223053095686156,0.5837875083532601
776,TNFSF10,ENSG00000121858,0.4313998024860216,0.1424423023841195,0.5839033039740775
777,PDE4D,ENSG00000113448,-0.2648605943567637,0.1442913488628857,0.5895335388868016
778,ENSG00000270571,ENSG00000270571,2.1604262302683344,0.14553515962037974,0.5895335388868016
779,LSP1,ENSG00000130592,0.48146976155054055,0.14581191887195274,0.5895335388868016
780,HCLS1,ENSG00000180353,0.4365697475629968,0.14581191887195274,0.5895335388868016
781,PDZD4,ENSG00000067840,-1.6225586424047593,0.14607091567505012,0.5895335388868016
782,RAC2,ENSG00000128340,-0.6084573182646782,0.14614417727041437,0.5895335388868016
783,MT1E,ENSG00000169715,-0.3448590382579742,0.14636806571802186,0.5895335388868016
784,CITED1,ENSG00000125931,-1.6410204220258562,0.1464771633998486,0.5895335388868016
785,PRKCQ,ENSG00000065675,-1.08048228275376,0.14685513744668155,0.5895335388868016
786,CTSS,ENSG00000163131,-0.42342302866202075,0.14894912811057298,0.5895335388868016
787,KCNQ1OT1,ENSG00000269821,-0.31171819969833137,0.14905726526868707,0.5895335388868016
788,GPX4,ENSG00000167468,-0.13219635976106492,0.14943658716829966,0.5895335388868016
789,IGHA1,ENSG00000211895,0.1420515722260749,0.14982355350956553,0.5895335388868016
790,CCSER1,ENSG00000184305,0.6125735603677862,0.15024098954862264,0.5895335388868016
791,RAMP1,ENSG00000132329,-0.7425656949848416,0.15102594304590558,0.5895335388868016
792,TUBA1A,ENSG00000167552,0.2579588817314095,0.1523835986402721,0.5895335388868016
793,CLDN7,ENSG00000181885,-0.23304019820241872,0.1524863002925501,0.5895335388868016
794,ID1,ENSG00000125968,-0.21421151361126725,0.15249969435455013,0.5895335388868016
795,STMN1,ENSG00000117632,-0.5852269862071868,0.15286017799281748,0.5895335388868016
796,BPIFA1,ENSG00000198183,1.9426427522156193,0.15386801029548444,0.5895335388868016
797,LCP1,ENSG00000136167,0.2890767562615997,0.15391883609783719,0.5895335388868016
798,ENSG00000276216,ENSG00000276216,-2.2822889578989587,0.15452340991005636,0.5895335388868016
799,MATK,ENSG00000007264,-12.476520683376084,0.154750237337466,0.5895335388868016
800,LAMB1,ENSG00000091136,-13.410135331666503,0.154750237337466,0.5895335388868016
801,SEMA6A,ENSG00000092421,-12.320310466984605,0.154750237337466,0.5895335388868016
802,RIMS4,ENSG00000101098,-12.487459514689792,0.154750237337466,0.5895335388868016
803,SPOCK2,ENSG00000107742,-12.996947203312004,0.154750237337466,0.5895335388868016
804,SLC6A4,ENSG00000108576,-11.999789305616389,0.154750237337466,0.5895335388868016
805,IL1R2,ENSG00000115590,-13.6764207738063,0.154750237337466,0.5895335388868016
806,ATP10B,ENSG00000118322,-11.866928862855648,0.154750237337466,0.5895335388868016
807,ANO3,ENSG00000134343,-11.972938532774897,0.154750237337466,0.5895335388868016
808,PIK3C2G,ENSG00000139144,-13.734253512926191,0.154750237337466,0.5895335388868016
809,OSR1,ENSG00000143867,-12.7156440108993,0.154750237337466,0.5895335388868016
810,SLC10A4,ENSG00000145248,-13.29194048587398,0.154750237337466,0.5895335388868016
811,DUSP15,ENSG00000149599,-11.362066168116662,0.154750237337466,0.5895335388868016
812,ELMO1,ENSG00000155849,-12.944029701833834,0.154750237337466,0.5895335388868016
813,SLA,ENSG00000155926,-12.524933636359505,0.154750237337466,0.5895335388868016
814,RBP7,ENSG00000162444,-12.498559914098294,0.154750237337466,0.5895335388868016
815,MFAP4,ENSG00000166482,-12.1078405102711,0.154750237337466,0.5895335388868016
816,IGF2,ENSG00000167244,-13.540826925382966,0.154750237337466,0.5895335388868016
817,CD300A,ENSG00000167851,-13.672379202257265,0.154750237337466,0.5895335388868016
818,DLK2,ENSG00000171462,-13.152195036161014,0.154750237337466,0.5895335388868016
819,UGT2A1,ENSG00000173610,-13.35821307531521,0.154750237337466,0.5895335388868016
820,PODN,ENSG00000174348,-13.254267791204255,0.154750237337466,0.5895335388868016
821,ST6GALNAC3,ENSG00000184005,-12.566301868542308,0.154750237337466,0.5895335388868016
822,KRT16,ENSG00000186832,-13.238969666452226,0.154750237337466,0.5895335388868016
823,TPRG1,ENSG00000188001,-12.130471248294356,0.154750237337466,0.5895335388868016
824,HBA2,ENSG00000188536,-14.445707234137988,0.154750237337466,0.5895335388868016
825,CYP51A1-AS1,ENSG00000188693,-12.57676539382911,0.154750237337466,0.5895335388868016
826,ENTPD8,ENSG00000188833,-12.596427762157784,0.154750237337466,0.5895335388868016
827,SPATA41,ENSG00000189419,-12.601739947572057,0.154750237337466,0.5895335388868016
828,CR1L,ENSG00000197721,-13.085854536532292,0.154750237337466,0.5895335388868016
829,F5,ENSG00000198734,-12.220484121516474,0.154750237337466,0.5895335388868016
830,ITPRIPL1,ENSG00000198885,-13.216637826113425,0.154750237337466,0.5895335388868016
831,KRT6A,ENSG00000205420,-14.441261688628371,0.154750237337466,0.5895335388868016
832,LINC01783,ENSG00000233421,-12.203183870273058,0.154750237337466,0.5895335388868016
833,SLC25A30-AS1,ENSG00000251015,-13.203529840050539,0.154750237337466,0.5895335388868016
834,LINC01290,ENSG00000260468,-12.884721275325548,0.154750237337466,0.5895335388868016
835,ENSG00000274565,ENSG00000274565,-13.545120887620103,0.154750237337466,0.5895335388868016
836,CXCL1,ENSG00000163739,0.8563868686193867,0.15513139912631785,0.5902786849531304
837,IFITM3,ENSG00000142089,-0.13283368460849787,0.15562848741126326,0.5913458495379019
838,IGFBP6,ENSG00000167779,-0.6513781188937755,0.1561038284100719,0.5913458495379019
839,IGLC2,ENSG00000211677,-0.7668890569419089,0.15615545853877322,0.5913458495379019
840,PELATON,ENSG00000224397,-0.8527254472429497,0.15615545853877322,0.5913458495379019
841,ERBB4,ENSG00000178568,0.14694766163770634,0.15641350600681483,0.5916187426964067
842,CFH,ENSG00000000971,0.5675669426664443,0.15794788598082354,0.5967128566567692
843,FLT3LG,ENSG00000090554,-1.4515121688008685,0.1588866085917252,0.5995472146266642
844,SHROOM4,ENSG00000158352,-0.3983939993196528,0.1593222770057171,0.6004788662976138
845,COL6A2,ENSG00000142173,0.6357755658036712,0.1611729727421667,0.6038765916287777
846,ADAM8,ENSG00000151651,2.464053952250827,0.1611729727421667,0.6038765916287777
847,AFAP1L1,ENSG00000157510,-0.00011909760818173964,0.1611729727421667,0.6038765916287777
848,PTX3,ENSG00000163661,0.3580135691922468,0.1611729727421667,0.6038765916287777
849,ENSG00000262312,ENSG00000262312,0.5030747377823968,0.1611729727421667,0.6038765916287777
850,TXNDC5,ENSG00000239264,-2.188770069542085,0.16316007215990325,0.6106025759301791
851,LRRFIP1,ENSG00000124831,-0.24160566591127086,0.16363754913635575,0.6116698517071065
852,WSB1,ENSG00000109046,0.184630977145338,0.1652787689237244,0.6167083364761962
853,HEY1,ENSG00000164683,1.7219002649962674,0.1655670919052724,0.6167083364761962
854,NTM,ENSG00000182667,1.8720686876791812,0.1655670919052724,0.6167083364761962
855,TFF3,ENSG00000160180,0.4681084192392324,0.16594304813021998,0.6173857732189821
856,PARD3,ENSG00000148498,-0.1656145256566317,0.16635203062948567,0.6180575653694873
857,ENSG00000277235,ENSG00000277235,-0.8831509474066692,0.16651220796028,0.6180575653694873
858,C21orf58,ENSG00000160298,0.349628507341303,0.16674852176223054,0.6182133423375936
859,DNAI4,ENSG00000152763,0.5533767455194365,0.16759729408866475,0.6206367782258936
860,SEC61G,ENSG00000132432,-0.3080600039710574,0.17024641635814697,0.6293008096067441
861,MIA,ENSG00000261857,-2.140195987161368,0.1706866594412636,0.6293008096067441
862,CSTA,ENSG00000121552,-0.8530146624002874,0.17072826114134554,0.6293008096067441
863,ATP13A4-AS1,ENSG00000225473,-0.741448912230017,0.17072826114134554,0.6293008096067441
864,PRSS23,ENSG00000150687,-0.48246608383890033,0.17130412612515722,0.6306926217640337
865,S100P,ENSG00000163993,0.681917843135817,0.17181673875896175,0.6309099094497438
866,SRI,ENSG00000075142,-0.1759166241655489,0.17194882194912486,0.6309099094497438
867,HLA-DRA,ENSG00000204287,0.14920941298724943,0.17195815513766988,0.6309099094497438
868,DEFB1,ENSG00000164825,-1.315458530457021,0.1725356482020075,0.6321073531126377
869,LHFPL6,ENSG00000183722,0.15949533671328187,0.17268195217066395,0.6321073531126377
870,RNASE1,ENSG00000129538,-0.15968669320050055,0.1736567975387362,0.634945141345655
871,NLRX1,ENSG00000160703,-1.258544500284902,0.17485182577032,0.6385805485366107
872,S100A13,ENSG00000189171,0.25018608205040127,0.1753256783400563,0.6395768151372926
873,ENSG00000258752,ENSG00000258752,0.4438954922254774,0.17564709035023107,0.6400153429600057
874,RORA,ENSG00000069667,-0.40176298722951964,0.1760629019133385,0.640796442776121
875,HSPA1A,ENSG00000204389,0.2667033713866145,0.17701627015643706,0.64353000613443
876,COL1A2,ENSG00000164692,-2.399979283651666,0.1774012678765734,0.6441934167983789
877,LIMCH1,ENSG00000064042,-0.16959951443514176,0.1786388226006792,0.6469858523320731
878,SPAG6,ENSG00000077327,0.1921028012893944,0.1788349199986936,0.6469858523320731
879,CD68,ENSG00000129226,-0.437246638286116,0.17937554222176832,0.6469858523320731
880,ZG16B,ENSG00000162078,1.75497939069872,0.17939943356081223,0.6469858523320731
881,CFAP161,ENSG00000156206,0.8675066789701069,0.18071702919599886,0.6469858523320731
882,SCNN1G,ENSG00000166828,0.9173433000633824,0.18071702919599886,0.6469858523320731
883,RNF130,ENSG00000113269,-0.46873555114004795,0.18073111803627062,0.6469858523320731
