logFC,pval,nhood_annotation,contrast,SpatialFDR
-0.8172728723041496,0.20458154986509158,Myeloid,IPF_vs_Normal,0.3007661121260915
-34.260687625024616,0.9988031214514455,Myeloid,IPF_vs_Normal,0.999127929492261
3.2561802535666486,2.164166175531608e-08,Myeloid,IPF_vs_Normal,6.12036363796817e-07
1.5537787534299528,0.007353427284731472,Proximal Epithelium,IPF_vs_Normal,0.017447290387660887
-32.663642281625776,0.998627453920556,Airway Epithelium,IPF_vs_Normal,0.999127929492261
-0.2802277334020482,0.533005774813758,Airway Epithelium,IPF_vs_Normal,0.6990709763782461
-5.965045723871927,4.6840840806487455e-05,Myeloid,IPF_vs_Normal,0.0002612533313327952
2.784687988108444,0.022503662291108596,Fibroblasts,IPF_vs_Normal,0.04296599901501542
3.9260099336776055,1.6403820270248323e-15,Myeloid,IPF_vs_Normal,1.5043865456414879e-12
-2.3901392787449165,0.030451479595828515,Myeloid,IPF_vs_Normal,0.05571503165669995
-32.95685210770581,0.9986795811384078,Fibroblasts,IPF_vs_Normal,0.999127929492261
2.1857108282528728,9.33610179201604e-06,Myeloid,IPF_vs_Normal,6.787617380612944e-05
-1.9911340239563757,0.03045445542570331,Fibroblasts,IPF_vs_Normal,0.05571503165669995
0.708520770644193,0.15473827136739499,Airway Epithelium,IPF_vs_Normal,0.2347647997687616
-3.6855518015632303,0.012744764034948206,Alveolar Epithelium,IPF_vs_Normal,0.026696912176317977
-1.8687069119784434,0.04431172622088186,Fibroblasts,IPF_vs_Normal,0.07725869412348033
3.138716447150024,6.062659824174182e-09,Endothelial (Macro),IPF_vs_Normal,2.2410895499764025e-07
-3.291032214631895,0.0002207420003074677,Myeloid,IPF_vs_Normal,0.0009988886710341918
-0.5363281223036669,0.36902355750785865,Airway Epithelium,IPF_vs_Normal,0.5071012981836497
-2.265857145486614,0.0006084483537916633,Airway Epithelium,IPF_vs_Normal,0.002393404175995434
-2.701585837086855,0.013526964466806594,Airway Epithelium,IPF_vs_Normal,0.028000409357935102
-4.980868314860242,2.890747985411218e-06,Lymphoid,IPF_vs_Normal,2.636028193704292e-05
-0.8977354630660588,0.18536775978048314,Alveolar Epithelium,IPF_vs_Normal,0.2754840408683019
-4.654638960487194,0.0016846548076179398,Airway Epithelium,IPF_vs_Normal,0.005567049921055921
-1.5154782916860234,0.03922248278789065,Myeloid,IPF_vs_Normal,0.06939057468418024
,,Myeloid,IPF_vs_Normal,
