umap1,umap2,nhood_annotation,nhood_size,logFC_IPF,FDR_IPF,logFC_COVID,FDR_COVID,logFC_COVIDvsIPF,FDR_COVIDvsIPF
-2.0278938,0.71320647,Airway Epithelium,29,-0.7131618306781482,0.42489691988242984,-29.74538779041841,0.9992162062284382,-29.58808881551146,0.9993360784192652
16.104145,0.9789838,Myeloid,49,-33.59790115451448,0.999127929492261,-30.499399720530086,0.9992162062284382,,
16.333385,4.1293697,Myeloid,124,-2.408917939196021,2.8414326222451873e-05,-2.0437810998136077,0.19864382918738704,0.3651369340141179,0.9993360784192652
0.38573804,-7.948445,Proximal Epithelium,76,1.8909859493796075,8.903301805694298e-05,-29.92633702863896,0.9992162062284382,-32.40213983799039,0.9993360784192652
11.217302,-7.8712926,Lymphoid,45,-32.6326304576024,0.999127929492261,-2.055808805317015,0.9966598912071117,,
0.15407181,0.8156974,Airway Epithelium,31,-32.71741796252809,0.999127929492261,-31.06161156943835,0.9992162062284382,,
7.0376086,18.54939,Endothelial,41,-3.541632395057487,0.0037515854906067106,-31.441545260033887,0.9992162062284382,,
13.590519,3.8490753,Myeloid,30,4.892851735652046,6.418484656285444e-05,,,-2.5658058142104525,0.4521065141866747
8.972074,11.772843,Fibroblasts,32,-2.76593187067078,0.024000888008382036,-31.058258383543414,0.9992162062284382,,
2.1607456,-2.957316,Distal Epithelium,32,0.23554497312572595,0.8811877718916982,-29.677728610362134,0.9992162062284382,-30.99671914193389,0.9993360784192652
7.188096,15.827528,Endothelial (Macro),42,5.295747113428602,1.1041281005171014e-05,,,-32.46950476898703,0.9993360784192652
7.3885345,16.028471,Endothelial (Macro),50,4.093182210395781,5.31210876254364e-07,0.9462183553767259,0.9992162062284382,-3.1469632860712373,0.25111707464181926
8.701321,15.224214,Endothelial (Macro),50,2.503421036645103,6.757369238462867e-06,-0.7611921499287603,0.9992162062284382,-3.2646099036738887,0.23564988762202962
17.40192,5.9544334,Myeloid,34,,,,,,
9.539293,-7.9034023,CD4+ T cells,79,-2.226281416264284,0.07557649265993513,4.800165753732047,3.7495466290416193e-17,7.026446757120016,3.2827910205776085e-08
-1.8197817,-6.0015206,Airway Epithelium,29,-32.58119011119708,0.999127929492261,-30.92538371810571,0.9992162062284382,,
10.978023,-8.622579,Lymphoid,31,3.5067563490564604,2.1308701989900047e-05,-28.308054711586653,0.9992162062284382,-31.22547421894178,0.9993360784192652
9.579683,8.491024,Plasma cells,56,-3.076895035375959,0.07020380110392686,4.278410235636318,1.1469301551850469e-12,7.355305144523386,2.6927755153784476e-05
10.223919,0.7848073,Myeloid,39,-0.21118479973538992,0.8986798811711256,-0.5244689080568131,0.9992162062284382,-0.3132845161063863,0.9993360784192652
9.671429,1.6498375,Myeloid,39,-0.26333088772132446,0.8121545116480571,-31.33958945597433,0.9992162062284382,-31.149968455677925,0.9993360784192652
11.131377,3.3412917,Myeloid,41,-1.7523225416161845,0.03987328773912427,0.8849986855190175,0.9992162062284382,2.6373215420419713,0.06103940610218401
3.0764797,7.481019,AT1,33,-2.911780561756731,0.016634132531232828,-0.10338774409139913,0.9992162062284382,2.8083947738443937,0.2661228302160704
-0.005044131,9.9010935,Distal Epithelium,36,-1.701976370961549,0.043271243423194036,-1.7375094727475313,0.9992162062284382,-0.03553256671975663,0.9993360784192652
1.2182959,-4.861592,Proximal Epithelium,41,5.947514258352285,0.0003369281483962997,,,-2.694116337938565,0.41218037375463457
7.009541,-4.5630336,Lymphoid,33,0.3659979887053682,0.7005456867638342,-29.617045898753823,0.9992162062284382,-31.13687887892495,0.9993360784192652
13.0048065,9.21902,Lymphoid,49,-1.0393945645691829,0.20716617997127196,0.8098427650733707,0.9992162062284382,1.8492358858733857,0.3271486615978363
1.6652308,3.6338112,Airway Epithelium,37,-32.75194522920485,0.999127929492261,-31.096138836117472,0.9992162062284382,,
13.264716,3.8821125,Myeloid,45,2.559640519395714,3.2213495278025804e-05,0.717215000251256,0.9992162062284382,-1.8424248870310205,0.48259221663545054
4.211469,6.7264357,Distal Epithelium,85,-2.40341441905753,0.0002945734430138407,-3.1626178860327787,0.27245498524792905,-0.759203657477535,0.9993360784192652
0.84199506,-5.8259735,Proximal Epithelium,47,5.139652644772679,2.0491115097915273e-05,,,-32.14153385151164,0.9993360784192652
-1.5164438,3.5188043,Airway Epithelium,41,-2.637361185418407,0.009027104529402754,-31.22230637258355,0.9992162062284382,,
0.6156408,9.001205,Alveolar Epithelium,37,-3.2006258347678394,0.009615252715667577,-31.241522114635824,0.9992162062284382,,
0.8988125,-7.4032745,Proximal Epithelium,48,4.358137917006712,8.385472898348536e-07,2.8462875461648123,0.11513263735581668,-1.5118504075856212,0.5096921043182439
8.824448,-3.917017,Lymphoid,32,-33.146415981167074,0.999127929492261,-31.490609588084283,0.9992162062284382,,
-0.9501448,5.5113335,Airway Epithelium,34,1.2125921073093726,0.05794361086134506,-29.609614378848445,0.9992162062284382,-31.16868608960047,0.9993360784192652
-0.39120728,-3.2930005,Airway Epithelium,59,-3.6340004527895746,0.0029218763828074584,-30.981221366444924,0.9992162062284382,,
-1.6412615,-6.022241,Airway Epithelium,60,-33.90558642942938,0.999127929492261,-30.807084995454126,0.9992162062284382,,
10.077791,0.15432999,Myeloid,55,1.7661348017235041,0.0006831158471187948,-1.2449583626951661,0.9992162062284382,-3.0110939541474684,0.3020608293693822
-5.2669444,2.9788227,Airway Epithelium,40,-32.70280336368672,0.999127929492261,-31.046996970600546,0.9992162062284382,,
0.58191085,-4.6198344,Proximal Epithelium,35,2.932150773995649,0.00018170985677624983,-28.32733048782822,0.9992162062284382,-30.775640388189053,0.9993360784192652
6.8188324,-4.9133177,Lymphoid,31,-1.1037390102375813,0.22530293061265025,-1.1952107385955382,0.9992162062284382,-0.09147152784731553,0.9993360784192652
8.909575,-8.502943,Lymphoid,37,-1.866786051285733,0.04137527666843893,-31.02783432003755,0.9992162062284382,,
7.122914,11.505252,Smooth Muscle,52,1.0736605292060684,0.07697623680916238,3.025598042798837,1.0622935315884368e-05,1.9519360555219494,0.02028124153317132
6.312487,17.91406,Endothelial,31,-1.4549648226480296,0.17930438497820245,2.25112499517591,0.013535496745210743,3.7060899542244257,0.0040598555066894745
10.726262,-7.363578,CD4+ T cells,35,1.5781777320031292,0.03750064998965122,3.7034903685418525,5.638059719801721e-06,2.1253126338528254,0.02419368337912599
6.7299404,12.204903,Pericyte,36,1.7716034327546324,0.004961432837393673,-29.512898251851396,0.9992162062284382,-31.309052049451985,0.9993360784192652
15.940979,4.6255608,Myeloid,97,-3.9229355843710705,5.717899090420063e-05,-0.9288069054740945,0.9992162062284382,2.9941298787087733,0.06893164614042656
