gene,spearman_r,pval
JUN,0.0222717588272758,6.113337382454338e-05
PORCN-DT,0.02225831918745178,6.176260075140992e-05
ENSG00000241169,0.02199378607542689,7.546865750942431e-05
ATP6V0E1,0.021941057483542307,7.85242863898986e-05
ENSG00000261265,0.02190804505478302,8.049650485505164e-05
DPF1,0.021827091606890836,8.55328386750539e-05
WDFY3-AS1,0.02177100226024209,8.919535750361111e-05
TMEM74B,0.02168103440190435,9.53810650725361e-05
ENSG00000230773,0.021543904290339592,0.00010559380208784237
ENSG00000253879,0.021516457544106617,0.0001077581427284262
ZSWIM8-AS1,0.02144592815072147,0.00011351336709164907
BGN,0.02135619180576336,0.00012125547086624188
PSENEN,0.021166557867087717,0.0001392836496515502
ZNF45-AS1,0.0210780675523066,0.00014853422402719181
PACRG-AS3,0.02087518931445834,0.00017197175125837355
BMP8A,0.020787225301624124,0.00018317877337148395
EGR1,0.020718312215097796,0.0001924344767853866
TEX48,0.020547452386750136,0.00021731351517242106
PCSK1N,0.020488465781862357,0.0002265822844054032
GRIA3,0.020463232916317922,0.00023065944285666296
PRF1,0.0201964387473807,0.0002781921720209525
ENSG00000254707,0.02008760148518084,0.0003001016951583024
HAND1,0.020079794527963584,0.0003017338318816442
PLCXD3,0.01990079110760571,0.0003415162224212476
TRAV39,0.01975137560361861,0.00037842649375993405
TESC,0.01974378050311135,0.0003803988532814017
ENSG00000237126,0.0195591784091584,0.00043139674667175374
ENSG00000265205,0.019454432101453305,0.00046310324641593245
OR5P3,0.019409446124015073,0.00047737685068525423
RFX4,0.019238649763390722,0.0005353897980755962
RGL4,0.019178114218710518,0.0005574821303842593
ENSG00000250027,0.019174155797190968,0.0005589559238251487
SIGLEC1,0.019140982443893867,0.0005714503738850183
MIR3681HG,0.018984270591816208,0.0006340689105982026
PRR16,0.018970851199814728,0.0006397175269212341
ENSG00000272154,0.01895683230196584,0.0006456684546090856
CYP4A11,0.018939107300286803,0.000653266301388365
HTR2A,0.01890776907747329,0.0006669032699722731
PNLIPRP3,0.018874584439828628,0.0006816319097003094
RASAL3,0.01884975588025401,0.0006928489211111694
PPP1R14A,0.018753382510233382,0.0007380335735473725
APC2,0.018654598373322714,0.0007871771162742301
TRPC5,0.018590615071607218,0.0008206104301371804
ENSG00000253858,0.018314042525439184,0.0009808439042806327
FCN3,0.01830344570542708,0.0009875242482973842
ENSG00000255084,0.018297129205746714,0.0009915262474532104
SORCS3,0.018294896926670984,0.0009929441589049657
ENSG00000223720,0.018282820846355186,0.0010006473109961333
ENSG00000264012,0.018156601364097958,0.0010845385005575187
PTPRT,0.017938533976194215,0.0012449627767601845
ENSG00000242553,0.017873050081686517,0.0012972535980882857
LINC01714,0.017783154059343154,0.0013723430896582754
ENSG00000256250,0.01770416681049861,0.0014416079933924533
CLDN6,0.01767025030515199,0.0014723271002700983
KCNAB2,0.017600022672702925,0.0015378605470395016
ENSG00000253214,0.01753624886329455,0.0015996882188172095
ENSG00000255164,0.017515810776683037,0.0016199816372407926
LINC02150,0.017510035492406734,0.0016257588261451743
PTH1R,0.01747451041364938,0.0016617146429369605
MEP1B,0.01740350943728651,0.0017357782248277492
KRTAP5-11,0.01728419291607579,0.001867109714590364
WDR88,0.01727928040186998,0.0018727076407950005
CDH4,0.01718759923257812,0.001980049947917213
PEBP1,0.017113494730218618,0.002070908922150449
PIK3R5,0.017107642893773096,0.0020782442952600676
HLA-DRB1,0.017034723975780368,0.002171669830692538
HLX,0.017025213505838493,0.002184134683512151
ENSG00000249856,0.017020731111203044,0.0021900322207796833
ERICH4,0.016871142498261833,0.00239541960048592
ENSG00000229261,0.01678939231728251,0.0025149743254753443
HIRIP3,0.016767639538982054,0.0025476930707856557
ENSG00000234021,0.01666619076145199,0.002705486114438401
ENSG00000258851,0.016475043896746002,0.0030272828256781713
CLEC3A,0.016452399671595085,0.0030676327153384407
ITGAL,0.016422297462110137,0.0031220313643253025
EEF1G,0.01639255857396355,0.003176635617045861
LINC00973,0.01636598913413182,0.0032261550731079417
ENSG00000254865,0.016332259252029916,0.003290032963801478
ENSG00000231628,0.01619065739767469,0.0035709617111118327
ENSG00000234255,0.01612649781151071,0.003705293078595544
CCR1,0.016073204210685442,0.003820349194171517
ENSG00000228487,0.01604776165884935,0.00387641406337399
ENSG00000223946,0.015978676625440544,0.004032438985640782
ANXA5,0.015922379043103903,0.004163775882769793
ADAMTSL1,0.015914516328449525,0.004182424518226729
NSG2,0.015858558259438348,0.004317348290711728
GLRA1,0.015853709358643758,0.0043292235709670515
LINC01942,0.01578588943171921,0.004498451445557865
LINC01019,0.015562271126093343,0.0050997425434693025
CD48,0.015489799155069617,0.005309661625128569
ENSG00000227719,0.015389786106078348,0.005612171816653235
PGLYRP1,0.015153382951094875,0.006389931234389589
ENSG00000267417,0.015149937452094616,0.006401950845856845
FHL5,0.01508187856494745,0.0066435811521361595
SPIN4-AS1,0.015075427771216282,0.006666903602125769
AOAH,0.01501874571340552,0.006875020217544909
F10,0.014914056687139566,0.007274801675469536
AOC3,0.014904518196227816,0.007312243948532573
PKLR,0.014867250124390346,0.007460198543483821
