subset,fate,ipf_median,covid_median,delta,pval
strict_datp,Basaloid,0.8500871095133827,0.841183360074925,0.008903749438457731,8.97352392161648e-07
strict_datp,ECM,0.0972529089133976,0.10301451389123695,-0.005761604977839341,8.973280347609092e-07
strict_datp,AT1,0.052659981573220147,0.05580212603384263,-0.003142144460622484,8.1607418485884e-07
