gene,spearman_r,pval
PARK7,0.1508409805660277,4.149888898116379e-164
APOD,0.15068236201385943,9.175711948243631e-164
EIF3H,0.1505224429543328,2.0402593419362173e-163
NDUFS5,0.15028831764627584,6.562581679886761e-163
SLC22A18AS,0.15022858523944949,8.838794582717949e-163
SPCS1,0.15021285320364963,9.559680044820142e-163
IL19,0.14986123877474766,5.501796353069123e-162
P2RY1,0.14965025898635922,1.5691818372258654e-161
LSM7,0.14890397648727247,6.314517037578152e-160
EGFL6,0.14860650325036004,2.7393006837348674e-159
POSTN,0.14763526293437157,3.2296443131796463e-157
ZFP36L1,0.14625718663750922,2.6553132837730618e-154
ERH,0.14625377435965078,2.6995926062798676e-154
NDUFB11,0.14527800855497253,3.006226065527708e-152
KLK14,0.14489482445589782,1.896156974005202e-151
PDLIM1,0.144553528140804,9.737361499880757e-151
LINC03078,0.1435600232210651,1.1142133823288129e-148
RPL36AL,0.14354581859073948,1.192046410999973e-148
NCCRP1,0.14316740954841958,7.184407734350365e-148
PAX7,0.14242265600385426,2.4292271614223117e-146
ITM2A,0.1419692970237272,2.052197154447596e-145
CLDN22,0.14166358691605146,8.618198235272633e-145
RPL36A,0.14150311452889539,1.8280381073502246e-144
AURKAIP1,0.14097865850633898,2.1212838610367513e-143
SRP9,0.14045014828666302,2.484811565058096e-142
YWHAB,0.14039049597332007,3.2783421142116295e-142
TUFM,0.14004778106040497,1.607402786952138e-141
DUOXA2,0.13986919541187606,3.6747613671567235e-141
ATP1B1,0.1380627622274281,1.482368701190532e-137
OST4,0.13648953188647944,1.86921450569214e-134
PDIA6,0.13566762113201994,7.532742339502448e-133
ZFAS1,0.135245022365657,4.9938761542787265e-132
ATP5ME,0.13409088535032157,8.481135529100282e-130
MT-ND1,0.13271023407678326,3.717105374570019e-127
TMPRSS11A,0.1322032521193193,3.413365770574034e-126
LINC00342,0.13210155506198337,5.319752491235577e-126
PADI1,0.13206883463303046,6.13566641660689e-126
FKBP2,0.1320029351366978,8.177544447085553e-126
ATP6V1F,0.13195135480753373,1.0238354303882002e-125
ATP5MJ,0.13183042754478946,1.733447413750583e-125
SRI,0.13167056113918665,3.4745240835469347e-125
NDUFB9,0.13126725879682474,2.000074322805225e-124
ACTB,0.13060222441318736,3.5421010198968434e-123
PRDM1,0.13048990311520442,5.7468974435785717e-123
CD24,0.1293670824954218,7.082385151921932e-121
MRPL52,0.128405274263946,4.2297074264860464e-119
ATP5MF,0.12777075653885642,6.1741194043596135e-118
NDUFC1,0.12768968933711144,8.687522542260236e-118
TMEM14C,0.12678042826760175,3.943182977068717e-116
CPA4,0.1266088226491868,8.076030753940481e-116
CLTA,0.12652039587115896,1.168059255819878e-115
CLDN7,0.12624829264502146,3.6300202594511104e-115
LAPTM4A,0.12597114476561708,1.1491108022645166e-114
MT2A,0.1258312014500618,2.0541459640414213e-114
MUCL1,0.12562891685024993,4.750844888003785e-114
SCAND1,0.12518303228093747,3.001208050491796e-113
UQCR11,0.12471218462340078,2.086715647867179e-112
