Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,population,gene_set_db
prerank,REACTOME_GPER1_SIGNALING,-0.7344723758236662,-1.251035534648874,0.1257995735607676,0.1963626128652633,1.0,4/16,10.56%,GNG5;GNB2;PRKAR1A;GNAS,ECM-high Epithelial,Reactome
prerank,REACTOME_INTERFERON_GAMMA_SIGNALING,-0.7031181572671735,-1.250368516961427,0.026262626262626262,0.197161011466569,1.0,14/44,19.64%,HLA-DRA;YBX1;HLA-DRB1;HLA-C;B2M;HLA-A;HLA-DRB5;HLA-DQB1;SUMO1;HLA-E;SOCS3;MT2A;CD44;ICAM1,ECM-high Epithelial,Reactome
prerank,REACTOME_CELLULAR_SENESCENCE,-0.6931701144616094,-1.2487239638115135,0.004,0.20039849385128977,1.0,10/78,6.66%,RPS27A;UBA52;TXN;UBB;FOS;ANAPC11;JUN;ANAPC16;UBC;ID1,ECM-high Epithelial,Reactome
prerank,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,-0.7058832676887323,-1.2476236705934256,0.02404809619238477,0.20240056803192316,1.0,19/50,13.64%,RPS27A;UBA52;SKP1;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;RBX1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,-0.7420526670843338,-1.2470458710893075,0.1148936170212766,0.2031939289819781,1.0,4/15,11.93%,SLC25A5;SLC25A6;SLC25A4;ARL2,ECM-high Epithelial,Reactome
prerank,REACTOME_LYSOSOME_VESICLE_BIOGENESIS,-0.6975325569348545,-1.2467668189723409,0.09836065573770492,0.2030432818510464,1.0,8/25,14.57%,VAMP8;CLTA;ARF1;HSPA8;CHMP2A;BLOC1S1;VAMP2;CLTB,ECM-high Epithelial,Reactome
prerank,REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,-0.7377577570987076,-1.2461466091477131,0.1522198731501057,0.20375569006424382,1.0,4/15,11.14%,MYL12B;MYL6;RHOA;EFNA1,ECM-high Epithelial,Reactome
prerank,REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,-0.7106986172617606,-1.2457394896879987,0.07707910750507099,0.20376131530760824,1.0,9/26,17.98%,POLR2L;SAP18;POLR1D;POLR2K;POLR2E;POLR2F;GTF2H5;POLR2H;SMARCA5,ECM-high Epithelial,Reactome
prerank,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,-0.6908487372264207,-1.245397572173412,0.022,0.20363625093469528,1.0,20/67,14.94%,CTSH;CD74;HLA-DRA;HLA-DRB1;CLTA;DYNLL1;TUBB4B;HLA-DRB5;ARF1;HLA-DQB1;AP2S1;HLA-DMA;TUBA1B;TUBA1C;LGMN;KIF22;CANX;DCTN3;AP2M1;CTSD,ECM-high Epithelial,Reactome
prerank,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.38802883317490683,1.244339920015717,0.15384615384615385,0.2437604991600672,0.834,9/24,17.35%,SOS1;GAB1;GAB2;PIK3CB;PDE3B;GRB10;FRS2;PIK3C3;PIK3R1,ECM-high Epithelial,Reactome
prerank,REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,-0.7148836654805788,-1.2430676000718477,0.10728744939271255,0.20883464512326202,1.0,9/28,16.20%,RPS27A;UBA52;UBB;UBC;VPS28;CHMP2A;CHMP4B;CHMP5;CHMP2B,ECM-high Epithelial,Reactome
prerank,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,-0.7035408250221434,-1.2426095615250545,0.09090909090909091,0.20892861829942902,1.0,12/30,17.98%,POLR2L;ACTB;POLR1D;POLR2K;POLR2E;POLR2F;DEK;DDX21;CBX3;POLR2H;RBBP4;SMARCA5,ECM-high Epithelial,Reactome
prerank,REACTOME_PEROXISOMAL_PROTEIN_IMPORT,-0.7186675561287574,-1.2425891713002455,0.05220883534136546,0.20799120760738707,1.0,13/33,20.23%,RPS27A;UBA52;UBB;ECH1;UBC;CAT;SCP2;GSTK1;HSD17B4;IDH1;ACAA1;MPV17;PHYH,ECM-high Epithelial,Reactome
prerank,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,-0.7177116179279937,-1.2400205328262857,0.12240663900414937,0.21431103097827553,1.0,8/17,16.65%,TXN;AK1;GUK1;NME3;NME2;DUT;AK2;CMPK1,ECM-high Epithelial,Reactome
prerank,REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,-0.717473155631259,-1.2387336185380318,0.10493827160493827,0.21705011602625995,1.0,8/23,17.76%,RPS27A;UBA52;UBB;UBC;SUMO1;CANX;UBE2I;PRKCSH,ECM-high Epithelial,Reactome
prerank,REACTOME_PCP_CE_PATHWAY,-0.6908451767663977,-1.2377708979625746,0.022,0.21911192781428326,1.0,24/64,14.57%,RPS27A;UBA52;UBB;PFN1;SEM1;CLTA;PSMA7;RHOA;PSME1;UBC;PSMB1;PSMB6;RAC1;PSMD8;AP2S1;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1;AP2M1;CLTB,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_NOTCH2,-0.7416509995584307,-1.2356026981761807,0.07261410788381743,0.22473797053566721,1.0,4/18,5.32%,RPS27A;UBA52;UBB;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_EGFR,-0.7042544049523538,-1.2354694922364764,0.046,0.22412766232415343,1.0,5/38,8.68%,RPS27A;UBA52;UBB;UBC;AREG,ECM-high Epithelial,Reactome
prerank,REACTOME_HIV_INFECTION,-0.678292829634988,-1.2345640031761318,0.002,0.22586211873776352,1.0,48/167,13.89%,RPS27A;UBA52;PPIA;SLC25A5;POLR2L;SLC25A6;NPM1;ELOB;SKP1;UBB;B2M;SEM1;PSMA7;PSME1;UBC;RAN;PSMB1;RBX1;HLA-A;PSMB6;ARF1;SLC25A4;VPS28;RAC1;TCEA1;PSMD8;CHMP2A;AP2S1;BANF1;POLR2I;POLR2C;ELOC;POLR2K;PSMB5;POLR2E;POLR2J;POLR2F;GTF2A2;PSMB2;PSMA4;GTF2H5;PSMA3;PSME2;PSMC5;RANBP1;XRCC6;PSMA1;AP2M1,ECM-high Epithelial,Reactome
prerank,REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,-0.6978054493126042,-1.2333099378778705,0.0321285140562249,0.22846253035046762,1.0,18/48,13.64%,RPS27A;UBA52;SKP1;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_SYNTHESIS_OF_PC,-0.735683125664137,-1.2323259944783889,0.13859275053304904,0.23056768803380465,1.0,4/17,10.97%,MFSD2A;LPCAT1;STARD10;CSNK2B,ECM-high Epithelial,Reactome
prerank,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,-0.7396952898455119,-1.2315969268172189,0.13695652173913042,0.23187100797723478,1.0,7/15,19.67%,POLR2L;POLR1D;POLR2K;POLR2E;POLR2F;POLR2H;POLR3H,ECM-high Epithelial,Reactome
prerank,REACTOME_DNA_DAMAGE_BYPASS,-0.7024507014750458,-1.2315082955904806,0.10183299389002037,0.23112767703385229,1.0,5/28,6.05%,RPS27A;UBA52;UBB;UBC;RBX1,ECM-high Epithelial,Reactome
prerank,REACTOME_COMPLEMENT_CASCADE,-0.7225146594932156,-1.2307881277551342,0.13978494623655913,0.2321964061118743,1.0,7/17,17.34%,CD59;C2;C4BPA;CD81;C3;CPB2;SERPING1,ECM-high Epithelial,Reactome
prerank,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,-0.6960901140389788,-1.2291381050183918,0.03413654618473896,0.2360618151441589,1.0,21/54,13.64%,RPS27A;UBA52;UBB;SEM1;PSMA7;PSME1;UBC;TUBB4B;PSMB1;PSMB6;HSP90AB1;PSMD8;TUBA1B;PSMB5;TUBA1C;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_SEMAPHORIN_INTERACTIONS,-0.6932533443398008,-1.2287648278228602,0.058704453441295545,0.23607109031550483,1.0,7/41,8.98%,MYL12B;MYL6;CFL1;RHOA;HSP90AB1;RAC1;RHOB,ECM-high Epithelial,Reactome
prerank,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,-0.692871463974488,-1.2273431770133527,0.036,0.23991807060212225,1.0,34/51,26.02%,RPS27A;UBA52;SKP1;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1;CDK4;PSMB4;PSMC3;PSMA5;PSMB7;CCND1;PSMD4;PSMA2;PSMB8;PSMC1;PSMD3;PSMD6;PSMC4;PSMF1;CKS1B;PSMD13,ECM-high Epithelial,Reactome
prerank,REACTOME_CIRCADIAN_CLOCK,-0.6959968575403137,-1.2269743463605949,0.03206412825651302,0.23998274648258897,1.0,6/50,8.34%,RPS27A;UBA52;SKP1;UBB;UBC;PPP1CA,ECM-high Epithelial,Reactome
prerank,REACTOME_HEDGEHOG_OFF_STATE,-0.689287089431413,-1.2263696488990117,0.01002004008016032,0.24087011771211347,1.0,25/70,14.07%,RPS27A;UBA52;SKP1;UBB;SEM1;PSMA7;PSME1;UBC;TUBB4B;PSMB1;RBX1;PSMB6;PSMD8;TUBA1B;PSMB5;PRKAR1A;TUBA1C;GNAS;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1;IFT57,ECM-high Epithelial,Reactome
prerank,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,-0.6888675829710172,-1.2260727329211263,0.026052104208416832,0.2407311744296015,1.0,20/63,13.64%,RPS27A;UBA52;SKP1;UBB;ANAPC11;SEM1;PSMA7;ANAPC16;PSME1;UBC;PSMB1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,-0.6931237938587417,-1.2258657263297768,0.11316872427983539,0.24036362307891143,1.0,5/30,6.41%,PEBP1;ACTG1;CALM1;ACTB;YWHAB,ECM-high Epithelial,Reactome
prerank,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,-0.6860430461652058,-1.225591317134783,0.032,0.2400544452831128,1.0,32/62,22.94%,RPS27A;UBA52;ELOB;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;RBX1;PSMB6;CITED2;PSMD8;ELOC;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1;HIGD1A;PSMB4;PSMC3;EGLN2;PSMA5;PSMB7;PSMD4;PSMA2;PSMB8;UBE2D2;PSMC1,ECM-high Epithelial,Reactome
prerank,REACTOME_SYNTHESIS_OF_DNA,-0.6833969473978319,-1.225015904472402,0.03,0.24073784587101552,1.0,40/71,26.02%,RPS27A;UBA52;SKP1;UBB;ANAPC11;SEM1;PSMA7;ANAPC16;PSME1;UBC;PSMB1;RBX1;PSMB6;PSMD8;PSMB5;PSMB2;POLE4;PSMA4;PSMA3;PSME2;PSMC5;PSMA1;PSMB4;PSMC3;PSMA5;PSMB7;PSMD4;RFC1;POLD2;CDC26;POLD4;PSMA2;PSMB8;PSMC1;PSMD3;PSMD6;PSMC4;RPA3;PSMF1;PSMD13,ECM-high Epithelial,Reactome
prerank,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,-0.6956488749656645,-1.2246146604914345,0.04408817635270541,0.24091475530068715,1.0,20/51,13.64%,RPS27A;UBA52;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;PABPC1;HSPB1;PSMB6;HSPA8;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_KEAP1_NFE2L2_PATHWAY,-0.6779830143960618,-1.2242426724490254,0.008,0.2408876208667425,1.0,29/99,13.64%,RPS27A;UBA52;TXN;SKP1;UBB;PRDX1;TKT;SEM1;PSMA7;SOD3;PSME1;UBC;PSMB1;RBX1;PSMB6;TALDO1;PSMD8;AREG;SQSTM1;ATF4;MAP1LC3B;PSMB5;CSNK2B;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,-0.6991624853451958,-1.2239824282371892,0.11608961303462322,0.24054264922223526,1.0,8/24,18.43%,UBB;HSBP1;HSPB1;HSPA8;HSP90AB1;MRPL18;DNAJB1;PTGES3,ECM-high Epithelial,Reactome
prerank,REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,-0.7203184175552568,-1.2236077759593695,0.19181034482758622,0.24064090245769656,1.0,4/15,13.61%,GNG5;RHOA;GNB2;CDC42,ECM-high Epithelial,Reactome
prerank,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,-0.689869199905186,-1.223353683010909,0.04417670682730924,0.2404536943933983,1.0,19/51,13.64%,RPS27A;UBA52;SKP1;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;RBX1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_MTOR_SIGNALLING,-0.7001715376235539,-1.2231579576955218,0.09109311740890688,0.24012247864633696,1.0,9/30,13.45%,RPS6;LAMTOR5;LAMTOR4;YWHAB;LAMTOR1;EIF4B;FKBP1A;LAMTOR2;RHEB,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,-0.6927379916194949,-1.2231007397291724,0.08617234468937876,0.23920653162207955,1.0,6/38,6.05%,RPS27A;UBA52;SKP1;UBB;UBC;RBX1,ECM-high Epithelial,Reactome
prerank,REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,-0.7155082809320621,-1.2223488762055585,0.15384615384615385,0.24045597381300027,1.0,7/20,10.91%,POLR2L;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F,ECM-high Epithelial,Reactome
prerank,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,-0.6883430967588113,-1.2219760238500457,0.050200803212851405,0.2405071673352087,1.0,18/54,13.64%,RPS27A;UBA52;SKP1;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,-0.6918842087273479,-1.2217213538329694,0.04819277108433735,0.2402263571771762,1.0,34/50,26.02%,RPS27A;UBA52;SKP1;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;RBX1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1;PSMB4;PSMC3;PSMA5;PSMB7;PSMD4;PSMA2;PSMB8;PSMC1;YWHAZ;AKT1;PSMD3;PSMD6;PSMC4;PSMF1;PSMD13,ECM-high Epithelial,Reactome
prerank,REACTOME_TCR_SIGNALING,-0.681006180883106,-1.220993748606161,0.018036072144288578,0.24123125445567414,1.0,23/84,13.64%,RPS27A;UBA52;HLA-DRA;SKP1;UBB;HLA-DRB1;NFKBIA;SEM1;PSMA7;PSME1;UBC;PSMB1;PSMB6;HLA-DRB5;HLA-DQB1;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_PTK6,-0.6836361092224333,-1.2207867761760278,0.10344827586206896,0.2409049364188156,1.0,7/36,8.70%,RPS27A;UBA52;UBB;RHOA;UBC;RAC1;LRRK2,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_RETINOIC_ACID,-0.7172094859418509,-1.2200832738703427,0.19742489270386265,0.24200322177992575,1.0,2/16,3.77%,FABP5;SDR16C5,ECM-high Epithelial,Reactome
prerank,REACTOME_DNA_REPLICATION,-0.679937814392371,-1.219965361152714,0.03,0.2413724103445438,1.0,40/74,26.02%,RPS27A;UBA52;SKP1;UBB;ANAPC11;SEM1;PSMA7;ANAPC16;PSME1;UBC;PSMB1;RBX1;PSMB6;PSMD8;PSMB5;PSMB2;POLE4;PSMA4;PSMA3;PSME2;PSMC5;PSMA1;PSMB4;PSMC3;PSMA5;PSMB7;PSMD4;RFC1;POLD2;CDC26;POLD4;PSMA2;PSMB8;PSMC1;PSMD3;PSMD6;PSMC4;RPA3;PSMF1;PSMD13,ECM-high Epithelial,Reactome
prerank,REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS,-0.7138899631810115,-1.219008680355708,0.1740976645435244,0.2430360944488749,1.0,5/17,21.20%,SUMO2;SUMO1;UBE2I;SEC13;NUP58,ECM-high Epithelial,Reactome
prerank,REACTOME_HIV_TRANSCRIPTION_INITIATION,-0.6905731002023779,-1.2178719049809585,0.1016260162601626,0.24567956805626565,1.0,13/31,22.01%,POLR2L;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;GTF2A2;GTF2H5;POLR2H;TAF9;POLR2G;TAF10,ECM-high Epithelial,Reactome
prerank,REACTOME_DISEASES_OF_METABOLISM,-0.675834323616076,-1.21776237084236,0.012,0.24503435089926545,1.0,21/106,11.53%,SFTPC;SFTPA2;RPS27A;UBA52;SFTPD;SFTPA1;UBB;DCXR;MUC1;APRT;SLC34A2;UBC;SDC4;SFTA3;TALDO1;ABCA3;DPM3;DPM2;MMAB;MAOA;SFTPB,ECM-high Epithelial,Reactome
prerank,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,-0.7064100922823143,-1.2174424421340808,0.147239263803681,0.24496345850419082,1.0,8/25,11.90%,POLR2L;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;GTF2H5,ECM-high Epithelial,Reactome
prerank,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,-0.6829724260583743,-1.2159050508856746,0.04408817635270541,0.24857124604162872,1.0,19/58,13.64%,RPS27A;UBA52;UBB;ANAPC11;SEM1;PSMA7;ANAPC16;PSME1;UBC;PSMB1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,-0.680121362229353,-1.2154300646878435,0.17584745762711865,0.24905903972490145,1.0,6/20,13.89%,B2M;HLA-A;ARF1;RAC1;AP2S1;AP2M1,ECM-high Epithelial,Reactome
prerank,REACTOME_DEGRADATION_OF_DVL,-0.6898789970514735,-1.2149787178835472,0.05220883534136546,0.2494925369374328,1.0,18/48,13.64%,RPS27A;UBA52;UBB;SEM1;PSMA7;PSME1;UBC;PSMB1;RBX1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
