Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,population,gene_set_db
prerank,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,-0.7294496555414195,-1.3215469698384565,0.0,0.10114425860753788,1.0,35/98,13.89%,RPS27A;UBA52;PPIA;SLC25A5;SLC25A6;NPM1;ELOB;SKP1;UBB;B2M;SEM1;PSMA7;PSME1;UBC;RAN;PSMB1;RBX1;HLA-A;PSMB6;ARF1;SLC25A4;RAC1;PSMD8;AP2S1;BANF1;ELOC;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;RANBP1;PSMA1;AP2M1,ECM-high Epithelial,Reactome
prerank,REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_GENOME_REPLICATION_TRANSCRIPTION_AND_TRANSLATION,-0.7883234081248608,-1.3213315561032213,0.07264957264957266,0.10081819889804808,1.0,8/16,10.97%,SPCS1;SEC11C;SEC11A;HSPA8;HSP90AB1;PPP1CA;SPCS2;CSNK2B,ECM-high Epithelial,Reactome
prerank,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,-0.7747699099837589,-1.3199701666106582,0.05919661733615222,0.10286897925762736,1.0,4/17,5.32%,RPS27A;UBA52;UBB;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_SMOOTH_MUSCLE_CONTRACTION,-0.7567593100875467,-1.3198288588994191,0.026584867075664622,0.10245016702526169,1.0,5/25,7.59%,MYL12B;MYL6;MYL12A;CALM1;ALDH2,ECM-high Epithelial,Reactome
prerank,REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,-0.7675440007657509,-1.319045200413938,0.0205761316872428,0.1031427008898317,1.0,7/25,8.13%,RPS27A;UBA52;PPIA;UBB;UBC;VPS28;CHMP2A,ECM-high Epithelial,Reactome
prerank,REACTOME_MICRORNA_MIRNA_BIOGENESIS,-0.7767956426593121,-1.317388334939993,0.04365904365904366,0.10560173969127597,1.0,8/19,10.91%,POLR2L;RAN;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F,ECM-high Epithelial,Reactome
prerank,REACTOME_RHO_GTPASES_ACTIVATE_PAKS,-0.784484665407612,-1.3173867862028195,0.049145299145299144,0.10481366700701272,1.0,4/16,7.40%,MYL12B;MYL6;CALM1;RAC1,ECM-high Epithelial,Reactome
prerank,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,-0.7562629555065259,-1.3167198680641663,0.024390243902439025,0.10521344998824975,1.0,6/27,9.94%,RPS27A;UBA52;UBB;UBC;UBXN1;SUMO1,ECM-high Epithelial,Reactome
prerank,REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,-0.7523270063218973,-1.315476041502358,0.018329938900203666,0.10678846189146579,1.0,7/29,9.79%,RPS27A;UBA52;UBB;ACTB;UBC;RBX1;RAD23A,ECM-high Epithelial,Reactome
prerank,REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,-0.7571876726234537,-1.315454373026082,0.02857142857142857,0.10606289150912238,1.0,5/29,5.32%,RPS27A;UBA52;SKP1;UBB;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_FGFR1,-0.7417493525289298,-1.315074777949449,0.02636916835699797,0.10620410556831081,1.0,4/29,5.32%,RPS27A;UBA52;UBB;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_DUAL_INCISION_IN_GG_NER,-0.7567989817410954,-1.3124799172636719,0.03497942386831276,0.11050085073233325,1.0,7/22,11.90%,RPS27A;UBA52;UBB;UBC;RBX1;POLE4;GTF2H5,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_FGFR2,-0.7353734423360919,-1.31099792297755,0.002008032128514056,0.11230960884058903,1.0,13/50,11.60%,RPS27A;UBA52;POLR2L;UBB;HNRNPA1;UBC;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;HNRNPF,ECM-high Epithelial,Reactome
prerank,REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,-0.7333748619007011,-1.310123866675292,0.012048192771084338,0.11317609313573244,1.0,9/45,10.36%,RPS27A;UBA52;SKP1;UBB;DYNLL1;UBC;TUBB4B;YWHAE;SSNA1,ECM-high Epithelial,Reactome
prerank,REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,-0.7641383322089795,-1.3096710557831497,0.07966457023060797,0.11332824798030582,1.0,7/17,10.91%,POLR2L;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F,ECM-high Epithelial,Reactome
prerank,REACTOME_ION_CHANNEL_TRANSPORT,-0.728262320129489,-1.3079835894516818,0.004008016032064128,0.11618966831164743,1.0,14/64,9.66%,RPS27A;UBA52;ATP6V0E1;UBB;ATP6V1G1;CALM1;FXYD3;ATP6V0B;UBC;ATP1B1;ATP6V1F;ATP1A1;SRI;ATP6V0D1,ECM-high Epithelial,Reactome
prerank,REACTOME_AMINO_ACIDS_REGULATE_MTORC1,-0.735361600296233,-1.3051229228505106,0.0389344262295082,0.1209858939241589,1.0,12/29,15.47%,ATP6V0E1;ATP6V1G1;LAMTOR5;LAMTOR4;ATP6V0B;ATP6V1F;LAMTOR1;ATP6V0D1;LAMTOR2;RHEB;ATP6V1E1;ATP6V0C,ECM-high Epithelial,Reactome
prerank,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,-0.7500976480947408,-1.304737493274175,0.010101010101010102,0.12096644025686612,1.0,6/42,6.12%,RPS27A;UBA52;UBB;YBX1;UBC;JUNB,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_ALK_IN_CANCER,-0.7260394826016698,-1.3033766302983814,0.008016032064128256,0.1227935829557712,1.0,12/60,10.17%,RPS6;RPS27A;UBA52;NPM1;SKP1;UBB;JUN;UBC;RBX1;JUNB;SQSTM1;PRKAR1A,ECM-high Epithelial,Reactome
prerank,REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,-0.7574584787310412,-1.3030908116034574,0.060291060291060294,0.1225360155504246,1.0,10/18,17.98%,POLR2L;ACTB;POLR1D;POLR2K;POLR2E;POLR2F;DEK;DDX21;POLR2H;SMARCA5,ECM-high Epithelial,Reactome
prerank,REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,-0.7563424004248638,-1.3024374568067472,0.047325102880658436,0.12298054009073044,1.0,4/23,5.32%,RPS27A;UBA52;UBB;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,-0.7455163376297897,-1.3022896529515822,0.04048582995951417,0.12248973718203648,1.0,10/27,10.91%,POLR2L;ELOB;TCEA1;POLR2I;POLR2C;ELOC;POLR2K;POLR2E;POLR2J;POLR2F,ECM-high Epithelial,Reactome
prerank,REACTOME_ATTENUATION_PHASE,-0.7586193979326954,-1.3008669326015614,0.052742616033755275,0.1245780312749211,1.0,8/18,18.43%,UBB;HSBP1;HSPB1;HSPA8;HSP90AB1;MRPL18;DNAJB1;PTGES3,ECM-high Epithelial,Reactome
prerank,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,-0.7397268374208699,-1.300695059122939,0.018072289156626505,0.12422987785738249,1.0,13/40,11.90%,POLR2L;ELOB;FOS;JUN;TCEA1;POLR2I;POLR2C;ELOC;POLR2K;POLR2E;POLR2J;POLR2F;GTF2H5,ECM-high Epithelial,Reactome
prerank,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,-0.7160574461601908,-1.296674022430936,0.012,0.13185467645657956,1.0,24/50,18.09%,SLC25A6;TOMM7;CHCHD2;COX17;TOMM20;ATP5F1B;ATP5F1A;SLC25A4;ATP5MC1;TIMM13;CHCHD10;CHCHD5;CYC1;TIMM8B;DNAJC19;VDAC1;TOMM22;CHCHD7;TOMM5;NDUFB8;COA4;TIMM17B;TIMM10;HSPD1,ECM-high Epithelial,Reactome
prerank,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,-0.73860787339098,-1.2961617933905414,0.03469387755102041,0.13212722764637216,1.0,9/27,12.76%,MYL12B;MYL6;RHOA;YWHAB;RAC1;YWHAE;RHOB;SFN;YWHAQ,ECM-high Epithelial,Reactome
prerank,REACTOME_SELECTIVE_AUTOPHAGY,-0.7232590904151136,-1.2945016953526332,0.004,0.13502186416613793,1.0,20/62,14.40%,RPS27A;UBA52;TOMM7;UBB;PARK7;DYNLL1;UBC;TOMM20;TUBB4B;HSPA8;SQSTM1;MAP1LC3B;TUBA1B;VDAC2;TUBA1C;MAP1LC3A;CSNK2B;VDAC1;TOMM22;TOMM5,ECM-high Epithelial,Reactome
prerank,REACTOME_EPH_EPHRIN_SIGNALING,-0.7182016759770781,-1.2944668478950208,0.004,0.13423413800469985,1.0,19/57,14.57%,MYL12B;MYL6;MYL12A;ACTG1;CFL1;ACTB;CLTA;RHOA;ARPC3;ARPC2;RAC1;AP2S1;ARPC1B;EFNA1;ARPC5;APH1A;CDC42;AP2M1;CLTB,ECM-high Epithelial,Reactome
prerank,REACTOME_PROTEIN_LOCALIZATION,-0.7155924543438508,-1.291642093143247,0.0,0.13961094382196287,1.0,45/105,19.13%,RPS27A;UBA52;CYB5A;SLC25A6;TOMM7;CHCHD2;SEC61B;SERP1;SEC61G;UBB;COX17;FIS1;ECH1;UBC;TOMM20;ATP5F1B;CAT;ATP5F1A;SLC25A4;ATP5MC1;TIMM13;SCP2;CHCHD10;VAPA;CHCHD5;CYC1;TIMM8B;GSTK1;DNAJC19;VDAC1;TOMM22;VAMP2;CHCHD7;EMD;TOMM5;NDUFB8;COA4;TIMM17B;TIMM10;PXMP4;HSD17B4;IDH1;HSPD1;CAMLG;ACAA1,ECM-high Epithelial,Reactome
prerank,REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,-0.7662575498988299,-1.2897791084903518,0.04722792607802875,0.14273188359547415,1.0,8/17,17.55%,POLR2L;POLR1D;POLR2K;POLR2E;POLR2F;GTF2H5;CBX3;POLR2H,ECM-high Epithelial,Reactome
prerank,REACTOME_FGFR2_ALTERNATIVE_SPLICING,-0.7422735331185157,-1.2880501974360434,0.049281314168377825,0.14578994653795865,1.0,9/26,11.60%,POLR2L;HNRNPA1;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;HNRNPF,ECM-high Epithelial,Reactome
prerank,REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,-0.7140335348732535,-1.2855868265222499,0.0,0.15052813964396858,1.0,36/80,18.95%,SLC25A5;UQCRQ;COX4I1;SLC25A6;ATP5MG;CHCHD2;COX5B;SMDT1;ATP5PF;COX5A;ATP5PD;ECH1;NDUFA2;NDUFA13;ATP5F1B;ATP5F1A;MDH2;ALDH2;PRELID1;ATP5F1C;NDUFB6;SSBP1;MT-ND1;MT-ND5;ATP5PO;CLPP;ACAT1;MT-ND2;NDUFV3;NDUFV1;NDUFS3;TIMM10;HSPD1;MRPL32;MT-ATP6;HSD17B10,ECM-high Epithelial,Reactome
prerank,REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,-0.7253801595430619,-1.285270852173952,0.03024193548387097,0.15045280590132104,1.0,6/34,6.05%,RPS27A;UBA52;SKP1;UBB;UBC;RBX1,ECM-high Epithelial,Reactome
prerank,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,-0.7289545400287276,-1.283436540362149,0.018218623481781375,0.15334859082814514,1.0,9/34,8.62%,NPC2;RPS27A;UBA52;UBB;CLTA;UBC;APOC1;P4HB;AP2S1,ECM-high Epithelial,Reactome
prerank,REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,-0.7599127904805437,-1.2830581451806258,0.0824295010845987,0.15337074791930727,1.0,4/15,7.08%,EEF2;CALM1;CD9;HSP90AB1,ECM-high Epithelial,Reactome
prerank,REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,-0.7462277240205147,-1.2825891797007136,0.0778688524590164,0.15368713975056386,1.0,4/21,5.32%,RPS27A;UBA52;UBB;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_RND1_GTPASE_CYCLE,0.36985937094130983,1.2825252949463206,0.1,0.216805512701841,0.784,2/27,0.31%,DST;RASAL2,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_NOTCH3,-0.7460247508089931,-1.2819419623696802,0.0389344262295082,0.1544049650692062,1.0,5/25,5.32%,RPS27A;UBA52;UBB;YBX1;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_GLUTATHIONE_CONJUGATION,-0.7692769544081395,-1.2814378014384435,0.05982905982905983,0.1548679121578813,1.0,11/16,20.50%,GSTP1;MGST1;MGST3;ESD;GSTA4;GSTK1;AKR1A1;GSTO1;CNDP2;GGCT;MGST2,ECM-high Epithelial,Reactome
prerank,REACTOME_HIV_TRANSCRIPTION_ELONGATION,-0.7278674736520204,-1.2809411243765971,0.05432595573440644,0.15514732206451412,1.0,11/32,11.90%,POLR2L;ELOB;TCEA1;POLR2I;POLR2C;ELOC;POLR2K;POLR2E;POLR2J;POLR2F;GTF2H5,ECM-high Epithelial,Reactome
prerank,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER,-0.7632713180650267,-1.28059983782098,0.07488986784140969,0.1550253745136197,1.0,9/15,19.67%,POLR2L;POLR1D;POLR2K;POLR2E;POLR2F;GTF3C6;GTF3A;POLR2H;POLR3H,ECM-high Epithelial,Reactome
prerank,REACTOME_HSF1_ACTIVATION,-0.736620860607683,-1.2803212485853608,0.06846473029045644,0.15482794830771668,1.0,10/21,20.45%,EEF1A1;UBB;HSBP1;HSPB1;HSP90AB1;YWHAE;MRPL18;DNAJB1;PTGES3;VCP,ECM-high Epithelial,Reactome
prerank,REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,-0.7562168490447542,-1.280081935385967,0.05439330543933055,0.1546000834200326,1.0,5/18,6.05%,RPS27A;UBA52;UBB;UBC;RBX1,ECM-high Epithelial,Reactome
prerank,REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,-0.7322542794735805,-1.2795690418472905,0.04878048780487805,0.15486363367509898,1.0,12/28,20.45%,RPS27A;UBA52;UBB;UBC;CALR;UBXN1;PDIA3;CANX;MLEC;PRKCSH;OS9;VCP,ECM-high Epithelial,Reactome
prerank,REACTOME_SYNDECAN_INTERACTIONS,0.38695507902514553,1.27945558568183,0.10526315789473684,0.21453865086141946,0.786,10/20,12.22%,FN1;COL3A1;COL1A2;COL5A2;COL1A1;PRKCA;ITGA2;ITGAV;COL5A1;THBS1,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_FGFR2_IIIA_TM,-0.7593663462741295,-1.2788372904302845,0.09071729957805907,0.15570715301133806,1.0,7/16,10.91%,POLR2L;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F,ECM-high Epithelial,Reactome
prerank,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,-0.7135986837789536,-1.2777998199760694,0.006,0.15734594968564616,1.0,12/90,5.32%,SFTPA2;RPS27A;UBA52;SFTPD;SFTPA1;SKP1;UBB;FOS;NFKBIA;HMGB1;JUN;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_CARGO_CONCENTRATION_IN_THE_ER,-0.7345571792598299,-1.276555418559031,0.08641975308641975,0.1597448879074487,1.0,8/22,11.47%,SERPINA1;FOLR1;CD59;TMED2;AREG;TMED10;LMAN2;CNIH1,ECM-high Epithelial,Reactome
prerank,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,-0.7237661723108408,-1.2753322653487629,0.03643724696356275,0.16169180847667772,1.0,18/36,20.50%,GSTP1;MGST1;TRMT112;MGST3;ESD;COMT;GSTA4;GSTK1;AKR1A1;ABHD14B;GSTO1;NNMT;AHCY;SULT1A1;MTRR;CNDP2;GGCT;MGST2,ECM-high Epithelial,Reactome
prerank,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,-0.7189132835672651,-1.2742152083992013,0.014028056112224449,0.16322611163670767,1.0,15/51,11.90%,RPS27A;UBA52;POLR2L;UBB;UBC;RBX1;TCEA1;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;POLE4;GTF2H5,ECM-high Epithelial,Reactome
prerank,REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,-0.7045970487165778,-1.2729949037836426,0.004,0.16539339119498445,1.0,27/80,13.64%,RPS27A;UBA52;TXN;SKP1;UBB;PRDX1;TKT;SEM1;PSMA7;SOD3;PSME1;UBC;PSMB1;RBX1;PSMB6;TALDO1;PSMD8;AREG;SQSTM1;ATF4;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION,-0.7549812124408474,-1.2719213186364355,0.06860706860706861,0.16718151948232832,1.0,6/17,11.90%,POLR2L;POLR1D;POLR2K;POLR2E;POLR2F;GTF2H5,ECM-high Epithelial,Reactome
prerank,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,-0.7309647792167513,-1.2717429160959306,0.13537117903930132,0.16675055681109405,1.0,5/16,13.89%,B2M;HLA-A;ARF1;AP2S1;AP2M1,ECM-high Epithelial,Reactome
prerank,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,-0.7127646295850718,-1.2716047895178357,0.006012024048096192,0.16625220652086117,1.0,28/72,14.42%,RPS27A;UBA52;SEC61B;SEC61G;UBB;VAMP8;HLA-C;B2M;HMGB1;SEM1;PSMA7;PSME1;UBC;PSMB1;HLA-A;PSMB6;CALR;PSMD8;PSMB5;PDIA3;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1;HLA-E;S100A9,ECM-high Epithelial,Reactome
prerank,REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,-0.7569123023122875,-1.2715371309393029,0.08668076109936575,0.16554398830368802,1.0,7/17,10.91%,POLR2L;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F,ECM-high Epithelial,Reactome
prerank,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,-0.6959047729817359,-1.270829025068592,0.0,0.16613908683176443,1.0,48/208,12.76%,RPS27A;UBA52;COX7C;NDUFA4;PRDX5;COX6A1;POLR2L;COX4I1;COX7A2;COX6C;NPM1;COX6B1;COX5B;TXN;COX8A;ELOB;UBB;PRDX1;COX7B;COX5A;FOS;LAMTOR5;LAMTOR4;PRDX2;JUN;UBC;YWHAB;LAMTOR1;TMEM219;COX7A2L;TCEA1;YWHAE;PRELID1;CYCS;POLR2I;POLR2C;ELOC;POLR2K;POLR2E;POLR2J;POLR2F;CSNK2B;SFN;LAMTOR2;GTF2H5;PERP;BNIP3L;YWHAQ,ECM-high Epithelial,Reactome
prerank,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,-0.7475688723486846,-1.2703701929995186,0.081419624217119,0.1662609910113464,1.0,4/21,5.32%,RPS27A;UBA52;UBB;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_MTORC1_MEDIATED_SIGNALLING,-0.7441063573580864,-1.2699154850952143,0.07547169811320754,0.16657325835658593,1.0,9/20,13.45%,RPS6;LAMTOR5;LAMTOR4;YWHAB;LAMTOR1;EIF4B;FKBP1A;LAMTOR2;RHEB,ECM-high Epithelial,Reactome
prerank,REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,-0.7316043703886888,-1.268300305127298,0.05165289256198347,0.16963155750494088,1.0,11/26,21.20%,POLR2L;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;POLR2H;SEC13;POLR2G;NUP58,ECM-high Epithelial,Reactome
prerank,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,-0.7292970420652718,-1.2676541570311146,0.0577319587628866,0.17047113859117605,1.0,12/28,21.20%,POLR2L;RAN;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;POLR2H;SEC13;POLR2G;NUP58,ECM-high Epithelial,Reactome
prerank,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,-0.7092662043835711,-1.2669217720863122,0.014028056112224449,0.1713513244473873,1.0,22/68,13.64%,RPS27A;UBA52;PPIA;SKP1;UBB;CALM1;NFKBIA;SEM1;PSMA7;PSME1;UBC;PSMB1;PSMB6;PSMD8;PSMB5;PSMB2;FKBP1A;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,-0.7359165396662468,-1.2658277497919963,0.10548523206751055,0.17331804637152212,1.0,5/19,10.26%,SNRPG;SNRPF;SNRPD3;SNRPE;SNRPB,ECM-high Epithelial,Reactome
prerank,REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,-0.7281563679926311,-1.265043181090373,0.06391752577319587,0.17432103897598497,1.0,5/23,7.94%,CALM1;FXYD3;ATP1B1;ATP1A1;SRI,ECM-high Epithelial,Reactome
prerank,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,-0.7276536119734827,-1.2640409915855817,0.061601642710472276,0.17585070966541788,1.0,5/26,5.32%,RPS27A;UBA52;UBB;SEM1;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,-0.7507531038597809,-1.2639055506753156,0.11228813559322035,0.175226422910367,1.0,4/15,10.56%,GNG5;GNB2;PRKAR1A;GNAS,ECM-high Epithelial,Reactome
prerank,REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,-0.728215765232084,-1.2639052753881368,0.03621730382293763,0.17430900708361116,1.0,10/31,14.36%,RPS27A;UBA52;UBB;SUMO2;UBC;RBX1;RAD23A;SUMO1;GTF2H5;SUMO3,ECM-high Epithelial,Reactome
prerank,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,-0.7208965905824887,-1.2630698475534217,0.10612244897959183,0.17553596659269788,1.0,4/23,5.32%,RPS27A;UBA52;UBB;UBC,ECM-high Epithelial,Reactome
prerank,REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,-0.7398108972616805,-1.2629417954806172,0.06570841889117043,0.17490388161786807,1.0,6/22,11.00%,RPS27A;UBA52;UBB;UBC;PPP1CA;STUB1,ECM-high Epithelial,Reactome
prerank,REACTOME_AUTOPHAGY,-0.6941016788522428,-1.2622965458813713,0.0,0.1759152652456036,1.0,33/111,15.05%,RPS27A;UBA52;RNASE1;TOMM7;EEF1A1;UBB;LAMTOR5;PARK7;LAMTOR4;DYNLL1;UBC;TOMM20;TUBB4B;GABARAPL2;HSPA8;LAMTOR1;GABARAP;VPS28;HSP90AB1;CHMP2A;SQSTM1;MAP1LC3B;TUBA1B;VDAC2;TUBA1C;MAP1LC3A;CSNK2B;LAMTOR2;VDAC1;RHEB;TOMM22;TOMM5;CHMP4B,ECM-high Epithelial,Reactome
prerank,REACTOME_SIGNALING_BY_FGFR,-0.7024550600910564,-1.2606156045399282,0.014,0.17933070708633272,1.0,13/58,11.60%,RPS27A;UBA52;POLR2L;UBB;HNRNPA1;UBC;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;HNRNPF,ECM-high Epithelial,Reactome
prerank,REACTOME_MRNA_CAPPING,-0.7359343261590284,-1.2580616934341606,0.08713692946058091,0.1850568900282973,1.0,8/23,11.90%,POLR2L;POLR2I;POLR2C;POLR2K;POLR2E;POLR2J;POLR2F;GTF2H5,ECM-high Epithelial,Reactome
prerank,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,-0.6924134136860755,-1.2562711070608248,0.01603206412825651,0.18905668168042639,1.0,16/69,9.82%,PPIA;CD63;SERPINA1;PFN1;TMSB4X;SELENOP;ALDOA;CFL1;CALM1;SOD1;CD9;TAGLN2;ANXA5;HSPA5;APLP2;LGALS3BP,ECM-high Epithelial,Reactome
prerank,REACTOME_NEUTROPHIL_DEGRANULATION,-0.6864111758507832,-1.2560007222012164,0.0,0.18879189243427655,1.0,86/271,16.98%,SLPI;NPC2;GSTP1;PPIA;CST3;CTSH;FABP5;CSTB;S100A11;SRP14;CD63;FTH1;EEF2;SERPINA1;EEF1A1;MGST1;MIF;VAMP8;PIGR;ALDOA;PRDX6;FTL;APRT;HLA-C;BRI3;LGALS3;CD59;ASAH1;B2M;AGPAT2;HMGB1;DYNLL1;RHOA;TRAPPC1;TUBB4B;PSMB1;HSPA8;CAT;LAMTOR1;HSP90AB1;LPCAT1;RAC1;DYNLT1;NDUFC2;C3;LTA4H;VAPA;CREG1;SERPINB1;PA2G4;TMEM179B;CSNK2B;CPNE3;NME2;IMPDH2;CYB5R3;PGRMC1;ARPC5;LAMTOR2;MVP;PRDX4;DPP7;XRCC6;PGAM1;RAB5C;CNN2;PDAP1;CCT8;S100A9;RAB14;MLEC;HEBP2;CTSD;GDI2;LAMP1;QSOX1;ILF2;ATP6V0C;YPEL5;DDOST;GRN;SURF4;CD47;ATP6AP2;SVIP;PSMC3,ECM-high Epithelial,Reactome
prerank,REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,-0.7047461719584099,-1.2548682359519925,0.01603206412825651,0.19080288408513912,1.0,21/61,13.64%,RPS27A;UBA52;SKP1;UBB;ANAPC11;SEM1;PSMA7;ANAPC16;PSME1;UBC;PSMB1;RBX1;PSMB6;PSMD8;PSMB5;PSMB2;PSMA4;PSMA3;PSME2;PSMC5;PSMA1,ECM-high Epithelial,Reactome
prerank,REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,-0.7116095142973332,-1.2545404271968066,0.09690721649484536,0.19086435109739605,1.0,9/25,14.57%,ACTG1;ACTB;CLTA;RAC1;AP2S1;EFNA1;APH1A;AP2M1;CLTB,ECM-high Epithelial,Reactome
prerank,REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,-0.7296502438570107,-1.2530609468052527,0.13390928725701945,0.1936533655704695,1.0,2/16,4.57%,NFKBIA;HMGB1,ECM-high Epithelial,Reactome
prerank,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,-0.7033414349762622,-1.25215109916592,0.08024691358024691,0.19534535714935522,1.0,10/30,13.61%,ACTG1;CFL1;ACTB;RHOA;ARPC3;ARPC2;RAC1;ARPC1B;ARPC5;CDC42,ECM-high Epithelial,Reactome
prerank,REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,-0.7312453874379675,-1.2519455364986374,0.13118279569892474,0.19500153978249696,1.0,2/17,5.66%,NPM1;RAN,ECM-high Epithelial,Reactome
prerank,REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,0.4368780579973306,1.2511176932897896,0.3125,0.24137296289024152,0.828,9/23,14.69%,SMYD3;KMT2C;MECOM;ASH1L;SETD2;EHMT1;NSD1;AEBP2;KMT2A,ECM-high Epithelial,Reactome
